trialnum,Orientation,TF,SF,Contrast,Phase
125,225,1,0.04,0.8,0
126,180,1,0.04,0.8,0
127,0,1,0.04,0.8,0
128,270,1,0.04,0.8,0
129,90,1,0.04,0.8,0
130,270,1,0.04,0.8,0
131,45,1,0.04,0.8,0
132,0,1,0.04,0.8,0
133,225,1,0.04,0.8,0
134,180,1,0.04,0.8,0
135,315,1,0.04,0.8,0
136,135,1,0.04,0.8,0
137,180,1,0.04,0.8,0
138,270,1,0.04,0.8,0
139,315,1,0.04,0.8,0
140,225,1,0.04,0.8,0
141,45,1,0.04,0.8,0
142,135,1,0.04,0.8,0
143,90,1,0.04,0.8,0
144,0,1,0.04,0.8,0
145,90,1,0.04,0.8,0
146,0,1,0.04,0.8,0
147,315,1,0.04,0.8,0
148,45,1,0.04,0.8,0
149,270,1,0.04,0.8,0
150,225,1,0.04,0.8,0
151,135,1,0.04,0.8,0
152,180,1,0.04,0.8,0
153,315,1,0.04,0.8,0
154,90,1,0.04,0.8,0
155,225,1,0.04,0.8,0
156,45,1,0.04,0.8,0
157,180,1,0.04,0.8,0
158,270,1,0.04,0.8,0
159,135,1,0.04,0.8,0
160,0,1,0.04,0.8,0
161,180,1,0.04,0.8,0
162,0,1,0.04,0.8,0
163,225,1,0.04,0.8,0
164,270,1,0.04,0.8,0
165,135,1,0.04,0.8,0
166,315,1,0.04,0.8,0
167,45,1,0.04,0.8,0
168,90,1,0.04,0.8,0
169,0,1,0.04,0.8,0
170,45,1,0.04,0.8,0
171,90,1,0.04,0.8,0
172,270,1,0.04,0.8,0
173,315,1,0.04,0.8,0
174,225,1,0.04,0.8,0
175,135,1,0.04,0.8,0
176,180,1,0.04,0.8,0
177,180,1,0.04,0.8,0
178,90,1,0.04,0.8,0
179,0,1,0.04,0.8,0
180,225,1,0.04,0.8,0
181,270,1,0.04,0.8,0
182,135,1,0.04,0.8,0
183,45,1,0.04,0.8,0
184,315,1,0.04,0.8,0
185,0,1,0.04,0.8,0
186,270,1,0.04,0.8,0
187,180,1,0.04,0.8,0
188,225,1,0.04,0.8,0
189,135,1,0.04,0.8,0
190,315,1,0.04,0.8,0
191,90,1,0.04,0.8,0
192,45,1,0.04,0.8,0
193,315,1,0.04,0.8,0
194,180,1,0.04,0.8,0
195,0,1,0.04,0.8,0
196,270,1,0.04,0.8,0
197,135,1,0.04,0.8,0
198,90,1,0.04,0.8,0
199,225,1,0.04,0.8,0
200,45,1,0.04,0.8,0
201,225,1,0.04,0.8,0
202,270,1,0.04,0.8,0
203,315,1,0.04,0.8,0
204,90,1,0.04,0.8,0
205,180,1,0.04,0.8,0
206,135,1,0.04,0.8,0
207,45,1,0.04,0.8,0
208,0,1,0.04,0.8,0
209,180,1,0.04,0.8,0
210,90,1,0.04,0.8,0
211,135,1,0.04,0.8,0
212,225,1,0.04,0.8,0
213,0,1,0.04,0.8,0
214,315,1,0.04,0.8,0
215,270,1,0.04,0.8,0
216,45,1,0.04,0.8,0
217,270,1,0.04,0.8,0
218,90,1,0.04,0.8,0
219,315,1,0.04,0.8,0
220,45,1,0.04,0.8,0
221,225,1,0.04,0.8,0
222,135,1,0.04,0.8,0
223,0,1,0.04,0.8,0
224,180,1,0.04,0.8,0
225,270,1,0.04,0.8,0
226,225,1,0.04,0.8,0
227,90,1,0.04,0.8,0
228,315,1,0.04,0.8,0
229,0,1,0.04,0.8,0
230,45,1,0.04,0.8,0
231,135,1,0.04,0.8,0
232,180,1,0.04,0.8,0
233,270,1,0.04,0.8,0
234,135,1,0.04,0.8,0
235,180,1,0.04,0.8,0
236,0,1,0.04,0.8,0
237,45,1,0.04,0.8,0
238,90,1,0.04,0.8,0
239,225,1,0.04,0.8,0
240,315,1,0.04,0.8,0
241,135,1,0.04,0.8,0
242,180,1,0.04,0.8,0
243,45,1,0.04,0.8,0
244,315,1,0.04,0.8,0
245,270,1,0.04,0.8,0
246,90,1,0.04,0.8,0
247,0,1,0.04,0.8,0
248,225,1,0.04,0.8,0
249,315,1,0.04,0.8,0
250,0,1,0.04,0.8,0
251,225,1,0.04,0.8,0
252,180,1,0.04,0.8,0
253,45,1,0.04,0.8,0
254,90,1,0.04,0.8,0
255,135,1,0.04,0.8,0
256,270,1,0.04,0.8,0
257,135,1,0.04,0.8,0
258,315,1,0.04,0.8,0
259,180,1,0.04,0.8,0
260,225,1,0.04,0.8,0
261,270,1,0.04,0.8,0
262,90,1,0.04,0.8,0
263,0,1,0.04,0.8,0
264,45,1,0.04,0.8,0
265,45,1,0.04,0.8,0
266,135,1,0.04,0.8,0
267,90,1,0.04,0.8,0
268,225,1,0.04,0.8,0
269,0,1,0.04,0.8,0
270,180,1,0.04,0.8,0
271,315,1,0.04,0.8,0
272,270,1,0.04,0.8,0
273,135,1,0.04,0.8,0
274,90,1,0.04,0.8,0
275,0,1,0.04,0.8,0
276,270,1,0.04,0.8,0
277,225,1,0.04,0.8,0
278,45,1,0.04,0.8,0
279,180,1,0.04,0.8,0
280,315,1,0.04,0.8,0
281,225,1,0.04,0.8,0
282,270,1,0.04,0.8,0
283,180,1,0.04,0.8,0
284,0,1,0.04,0.8,0
285,45,1,0.04,0.8,0
286,135,1,0.04,0.8,0
287,90,1,0.04,0.8,0
288,315,1,0.04,0.8,0
289,0,1,0.04,0.8,0
290,315,1,0.04,0.8,0
291,90,1,0.04,0.8,0
292,270,1,0.04,0.8,0
293,45,1,0.04,0.8,0
294,225,1,0.04,0.8,0
295,180,1,0.04,0.8,0
296,135,1,0.04,0.8,0
297,45,1,0.04,0.8,0
298,90,1,0.04,0.8,0
299,180,1,0.04,0.8,0
300,135,1,0.04,0.8,0
301,0,1,0.04,0.8,0
302,315,1,0.04,0.8,0
303,270,1,0.04,0.8,0
304,225,1,0.04,0.8,0
305,0,1,0.04,0.8,0
306,315,1,0.04,0.8,0
307,270,1,0.04,0.8,0
308,90,1,0.04,0.8,0
309,180,1,0.04,0.8,0
310,45,1,0.04,0.8,0
311,225,1,0.04,0.8,0
312,135,1,0.04,0.8,0
313,315,1,0.04,0.8,0
314,45,1,0.04,0.8,0
315,90,1,0.04,0.8,0
316,135,1,0.04,0.8,0
317,180,1,0.04,0.8,0
318,270,1,0.04,0.8,0
319,0,1,0.04,0.8,0
320,225,1,0.04,0.8,0
321,315,1,0.04,0.8,0
322,225,1,0.04,0.8,0
323,0,1,0.04,0.8,0
324,90,1,0.04,0.8,0
325,270,1,0.04,0.8,0
326,45,1,0.04,0.8,0
327,180,1,0.04,0.8,0
328,135,1,0.04,0.8,0
329,90,1,0.04,0.8,0
330,45,1,0.04,0.8,0
331,180,1,0.04,0.8,0
332,270,1,0.04,0.8,0
333,135,1,0.04,0.8,0
334,225,1,0.04,0.8,0
335,315,1,0.04,0.8,0
336,0,1,0.04,0.8,0
337,45,1,0.04,0.8,0
338,135,1,0.04,0.8,0
339,315,1,0.04,0.8,0
340,180,1,0.04,0.8,0
341,225,1,0.04,0.8,0
342,90,1,0.04,0.8,0
343,0,1,0.04,0.8,0
344,270,1,0.04,0.8,0
345,315,1,0.04,0.8,0
346,45,1,0.04,0.8,0
347,180,1,0.04,0.8,0
348,135,1,0.04,0.8,0
349,270,1,0.04,0.8,0
350,225,1,0.04,0.8,0
351,90,1,0.04,0.8,0
352,0,1,0.04,0.8,0
353,135,1,0.04,0.8,0
354,0,1,0.04,0.8,0
355,90,1,0.04,0.8,0
356,315,1,0.04,0.8,0
357,180,1,0.04,0.8,0
358,270,1,0.04,0.8,0
359,225,1,0.04,0.8,0
360,45,1,0.04,0.8,0
361,135,1,0.04,0.8,0
362,315,1,0.04,0.8,0
363,0,1,0.04,0.8,0
364,270,1,0.04,0.8,0
365,45,1,0.04,0.8,0
366,225,1,0.04,0.8,0
367,180,1,0.04,0.8,0
368,90,1,0.04,0.8,0
369,90,1,0.04,0.8,0
370,180,1,0.04,0.8,0
371,315,1,0.04,0.8,0
372,225,1,0.04,0.8,0
373,0,1,0.04,0.8,0
374,45,1,0.04,0.8,0
375,270,1,0.04,0.8,0
376,135,1,0.04,0.8,0
377,90,1,0.04,0.8,0
378,0,1,0.04,0.8,0
379,270,1,0.04,0.8,0
380,315,1,0.04,0.8,0
381,45,1,0.04,0.8,0
382,225,1,0.04,0.8,0
383,135,1,0.04,0.8,0
384,180,1,0.04,0.8,0
385,270,1,0.04,0.8,0
386,0,1,0.04,0.8,0
387,180,1,0.04,0.8,0
388,315,1,0.04,0.8,0
389,225,1,0.04,0.8,0
390,135,1,0.04,0.8,0
391,90,1,0.04,0.8,0
392,45,1,0.04,0.8,0
393,180,1,0.04,0.8,0
394,45,1,0.04,0.8,0
395,90,1,0.04,0.8,0
396,0,1,0.04,0.8,0
397,135,1,0.04,0.8,0
398,270,1,0.04,0.8,0
399,225,1,0.04,0.8,0
400,315,1,0.04,0.8,0
401,90,1,0.04,0.8,0
402,135,1,0.04,0.8,0
403,180,1,0.04,0.8,0
404,315,1,0.04,0.8,0
405,225,1,0.04,0.8,0
406,45,1,0.04,0.8,0
407,270,1,0.04,0.8,0
408,0,1,0.04,0.8,0
409,225,1,0.04,0.8,0
410,180,1,0.04,0.8,0
411,135,1,0.04,0.8,0
412,270,1,0.04,0.8,0
413,45,1,0.04,0.8,0
414,315,1,0.04,0.8,0
415,0,1,0.04,0.8,0
416,90,1,0.04,0.8,0
417,45,1,0.04,0.8,0
418,135,1,0.04,0.8,0
419,90,1,0.04,0.8,0
420,180,1,0.04,0.8,0
421,0,1,0.04,0.8,0
422,225,1,0.04,0.8,0
423,315,1,0.04,0.8,0
424,270,1,0.04,0.8,0
425,225,1,0.04,0.8,0
426,315,1,0.04,0.8,0
427,45,1,0.04,0.8,0
428,135,1,0.04,0.8,0
429,270,1,0.04,0.8,0
430,0,1,0.04,0.8,0
431,90,1,0.04,0.8,0
432,180,1,0.04,0.8,0
433,90,1,0.04,0.8,0
434,180,1,0.04,0.8,0
435,135,1,0.04,0.8,0
436,315,1,0.04,0.8,0
437,225,1,0.04,0.8,0
438,0,1,0.04,0.8,0
439,45,1,0.04,0.8,0
440,270,1,0.04,0.8,0
441,270,1,0.04,0.8,0
442,90,1,0.04,0.8,0
443,180,1,0.04,0.8,0
444,315,1,0.04,0.8,0
445,135,1,0.04,0.8,0
446,45,1,0.04,0.8,0
447,0,1,0.04,0.8,0
448,225,1,0.04,0.8,0
449,270,1,0.04,0.8,0
450,315,1,0.04,0.8,0
451,135,1,0.04,0.8,0
452,0,1,0.04,0.8,0
453,45,1,0.04,0.8,0
454,225,1,0.04,0.8,0
455,90,1,0.04,0.8,0
456,180,1,0.04,0.8,0
457,90,1,0.04,0.8,0
458,225,1,0.04,0.8,0
459,315,1,0.04,0.8,0
460,135,1,0.04,0.8,0
461,45,1,0.04,0.8,0
462,180,1,0.04,0.8,0
463,0,1,0.04,0.8,0
464,270,1,0.04,0.8,0
465,225,1,0.04,0.8,0
466,135,1,0.04,0.8,0
467,45,1,0.04,0.8,0
468,180,1,0.04,0.8,0
469,270,1,0.04,0.8,0
470,315,1,0.04,0.8,0
471,90,1,0.04,0.8,0
472,0,1,0.04,0.8,0
473,315,1,0.04,0.8,0
474,45,1,0.04,0.8,0
475,0,1,0.04,0.8,0
476,225,1,0.04,0.8,0
477,90,1,0.04,0.8,0
478,135,1,0.04,0.8,0
479,180,1,0.04,0.8,0
480,270,1,0.04,0.8,0
481,90,1,0.04,0.8,0
482,45,1,0.04,0.8,0
483,180,1,0.04,0.8,0
484,225,1,0.04,0.8,0
485,135,1,0.04,0.8,0
486,270,1,0.04,0.8,0
487,0,1,0.04,0.8,0
488,315,1,0.04,0.8,0
489,225,1,0.04,0.8,0
490,0,1,0.04,0.8,0
491,90,1,0.04,0.8,0
492,315,1,0.04,0.8,0
493,270,1,0.04,0.8,0
494,45,1,0.04,0.8,0
495,180,1,0.04,0.8,0
496,135,1,0.04,0.8,0
497,180,1,0.04,0.8,0
498,90,1,0.04,0.8,0
499,135,1,0.04,0.8,0
500,315,1,0.04,0.8,0
501,0,1,0.04,0.8,0
502,270,1,0.04,0.8,0
503,45,1,0.04,0.8,0
504,225,1,0.04,0.8,0
505,315,1,0.04,0.8,0
506,225,1,0.04,0.8,0
507,135,1,0.04,0.8,0
508,45,1,0.04,0.8,0
509,0,1,0.04,0.8,0
510,90,1,0.04,0.8,0
511,180,1,0.04,0.8,0
512,270,1,0.04,0.8,0
513,90,1,0.04,0.8,0
514,0,1,0.04,0.8,0
515,45,1,0.04,0.8,0
516,225,1,0.04,0.8,0
517,135,1,0.04,0.8,0
518,180,1,0.04,0.8,0
519,315,1,0.04,0.8,0
520,270,1,0.04,0.8,0
521,270,1,0.04,0.8,0
522,180,1,0.04,0.8,0
523,135,1,0.04,0.8,0
524,315,1,0.04,0.8,0
525,225,1,0.04,0.8,0
526,0,1,0.04,0.8,0
527,45,1,0.04,0.8,0
528,90,1,0.04,0.8,0
529,315,1,0.04,0.8,0
530,135,1,0.04,0.8,0
531,90,1,0.04,0.8,0
532,270,1,0.04,0.8,0
533,0,1,0.04,0.8,0
534,180,1,0.04,0.8,0
535,225,1,0.04,0.8,0
536,45,1,0.04,0.8,0
537,135,1,0.04,0.8,0
538,0,1,0.04,0.8,0
539,225,1,0.04,0.8,0
540,90,1,0.04,0.8,0
541,270,1,0.04,0.8,0
542,45,1,0.04,0.8,0
543,315,1,0.04,0.8,0
544,180,1,0.04,0.8,0
545,270,1,0.04,0.8,0
546,315,1,0.04,0.8,0
547,0,1,0.04,0.8,0
548,90,1,0.04,0.8,0
549,225,1,0.04,0.8,0
550,135,1,0.04,0.8,0
551,180,1,0.04,0.8,0
552,45,1,0.04,0.8,0
553,90,1,0.04,0.8,0
554,45,1,0.04,0.8,0
555,270,1,0.04,0.8,0
556,0,1,0.04,0.8,0
557,180,1,0.04,0.8,0
558,315,1,0.04,0.8,0
559,135,1,0.04,0.8,0
560,225,1,0.04,0.8,0
561,180,1,0.04,0.8,0
562,315,1,0.04,0.8,0
563,135,1,0.04,0.8,0
564,0,1,0.04,0.8,0
565,90,1,0.04,0.8,0
566,225,1,0.04,0.8,0
567,45,1,0.04,0.8,0
568,270,1,0.04,0.8,0
569,180,1,0.04,0.8,0
570,45,1,0.04,0.8,0
571,315,1,0.04,0.8,0
572,0,1,0.04,0.8,0
573,135,1,0.04,0.8,0
574,90,1,0.04,0.8,0
575,225,1,0.04,0.8,0
576,270,1,0.04,0.8,0
577,90,1,0.04,0.8,0
578,135,1,0.04,0.8,0
579,180,1,0.04,0.8,0
580,45,1,0.04,0.8,0
581,225,1,0.04,0.8,0
582,315,1,0.04,0.8,0
583,270,1,0.04,0.8,0
584,0,1,0.04,0.8,0
585,90,1,0.04,0.8,0
586,135,1,0.04,0.8,0
587,180,1,0.04,0.8,0
588,315,1,0.04,0.8,0
589,0,1,0.04,0.8,0
590,270,1,0.04,0.8,0
591,45,1,0.04,0.8,0
592,225,1,0.04,0.8,0
593,90,1,0.04,0.8,0
594,45,1,0.04,0.8,0
595,0,1,0.04,0.8,0
596,180,1,0.04,0.8,0
597,315,1,0.04,0.8,0
598,270,1,0.04,0.8,0
599,135,1,0.04,0.8,0
600,225,1,0.04,0.8,0
601,135,1,0.04,0.8,0
602,315,1,0.04,0.8,0
603,225,1,0.04,0.8,0
604,0,1,0.04,0.8,0
605,180,1,0.04,0.8,0
606,45,1,0.04,0.8,0
607,90,1,0.04,0.8,0
608,270,1,0.04,0.8,0
609,90,1,0.04,0.8,0
610,0,1,0.04,0.8,0
611,135,1,0.04,0.8,0
612,225,1,0.04,0.8,0
613,315,1,0.04,0.8,0
614,45,1,0.04,0.8,0
615,270,1,0.04,0.8,0
616,180,1,0.04,0.8,0
617,135,1,0.04,0.8,0
618,45,1,0.04,0.8,0
619,0,1,0.04,0.8,0
620,180,1,0.04,0.8,0
621,225,1,0.04,0.8,0
622,90,1,0.04,0.8,0
623,270,1,0.04,0.8,0
624,315,1,0.04,0.8,0
625,225,1,0.04,0.8,0
626,270,1,0.04,0.8,0
627,180,1,0.04,0.8,0
628,90,1,0.04,0.8,0
629,45,1,0.04,0.8,0
630,315,1,0.04,0.8,0
631,135,1,0.04,0.8,0
632,0,1,0.04,0.8,0
633,225,1,0.04,0.8,0
634,90,1,0.04,0.8,0
635,315,1,0.04,0.8,0
636,0,1,0.04,0.8,0
637,135,1,0.04,0.8,0
638,270,1,0.04,0.8,0
639,180,1,0.04,0.8,0
640,45,1,0.04,0.8,0
641,315,1,0.04,0.8,0
642,0,1,0.04,0.8,0
643,135,1,0.04,0.8,0
644,225,1,0.04,0.8,0
645,270,1,0.04,0.8,0
646,90,1,0.04,0.8,0
647,180,1,0.04,0.8,0
648,45,1,0.04,0.8,0
649,315,1,0.04,0.8,0
650,45,1,0.04,0.8,0
651,270,1,0.04,0.8,0
652,180,1,0.04,0.8,0
653,225,1,0.04,0.8,0
654,90,1,0.04,0.8,0
655,0,1,0.04,0.8,0
656,135,1,0.04,0.8,0
657,180,1,0.04,0.8,0
658,135,1,0.04,0.8,0
659,315,1,0.04,0.8,0
660,0,1,0.04,0.8,0
661,225,1,0.04,0.8,0
662,270,1,0.04,0.8,0
663,45,1,0.04,0.8,0
664,90,1,0.04,0.8,0
665,90,1,0.04,0.8,0
666,135,1,0.04,0.8,0
667,180,1,0.04,0.8,0
668,225,1,0.04,0.8,0
669,0,1,0.04,0.8,0
670,315,1,0.04,0.8,0
671,270,1,0.04,0.8,0
672,45,1,0.04,0.8,0
673,0,1,0.04,0.8,0
674,180,1,0.04,0.8,0
675,90,1,0.04,0.8,0
676,135,1,0.04,0.8,0
677,225,1,0.04,0.8,0
678,45,1,0.04,0.8,0
679,270,1,0.04,0.8,0
680,315,1,0.04,0.8,0
681,270,1,0.04,0.8,0
682,225,1,0.04,0.8,0
683,135,1,0.04,0.8,0
684,180,1,0.04,0.8,0
685,90,1,0.04,0.8,0
686,45,1,0.04,0.8,0
687,0,1,0.04,0.8,0
688,315,1,0.04,0.8,0
689,225,1,0.04,0.8,0
690,45,1,0.04,0.8,0
691,0,1,0.04,0.8,0
692,90,1,0.04,0.8,0
693,135,1,0.04,0.8,0
694,315,1,0.04,0.8,0
695,180,1,0.04,0.8,0
696,270,1,0.04,0.8,0
697,135,1,0.04,0.8,0
698,180,1,0.04,0.8,0
699,270,1,0.04,0.8,0
700,45,1,0.04,0.8,0
701,90,1,0.04,0.8,0
702,225,1,0.04,0.8,0
703,0,1,0.04,0.8,0
704,315,1,0.04,0.8,0
705,0,1,0.04,0.8,0
706,225,1,0.04,0.8,0
707,270,1,0.04,0.8,0
708,315,1,0.04,0.8,0
709,90,1,0.04,0.8,0
710,135,1,0.04,0.8,0
711,45,1,0.04,0.8,0
712,180,1,0.04,0.8,0
713,225,1,0.04,0.8,0
714,90,1,0.04,0.8,0
715,135,1,0.04,0.8,0
716,315,1,0.04,0.8,0
717,180,1,0.04,0.8,0
718,270,1,0.04,0.8,0
719,0,1,0.04,0.8,0
720,45,1,0.04,0.8,0
721,270,1,0.04,0.8,0
722,0,1,0.04,0.8,0
723,45,1,0.04,0.8,0
724,180,1,0.04,0.8,0
725,135,1,0.04,0.8,0
726,315,1,0.04,0.8,0
727,90,1,0.04,0.8,0
728,225,1,0.04,0.8,0
729,225,1,0.04,0.8,0
730,90,1,0.04,0.8,0
731,270,1,0.04,0.8,0
732,180,1,0.04,0.8,0
733,45,1,0.04,0.8,0
734,135,1,0.04,0.8,0
735,0,1,0.04,0.8,0
736,315,1,0.04,0.8,0
737,180,1,0.04,0.8,0
738,90,1,0.04,0.8,0
739,0,1,0.04,0.8,0
740,315,1,0.04,0.8,0
741,270,1,0.04,0.8,0
742,45,1,0.04,0.8,0
743,135,1,0.04,0.8,0
744,225,1,0.04,0.8,0
745,270,1,0.04,0.8,0
746,90,1,0.04,0.8,0
747,225,1,0.04,0.8,0
748,315,1,0.04,0.8,0
749,0,1,0.04,0.8,0
750,180,1,0.04,0.8,0
751,45,1,0.04,0.8,0
752,135,1,0.04,0.8,0
753,0,1,0.04,0.8,0
754,225,1,0.04,0.8,0
755,180,1,0.04,0.8,0
756,45,1,0.04,0.8,0
757,135,1,0.04,0.8,0
758,90,1,0.04,0.8,0
759,270,1,0.04,0.8,0
760,315,1,0.04,0.8,0
761,270,1,0.04,0.8,0
762,315,1,0.04,0.8,0
763,45,1,0.04,0.8,0
764,180,1,0.04,0.8,0
765,135,1,0.04,0.8,0
766,0,1,0.04,0.8,0
767,225,1,0.04,0.8,0
768,90,1,0.04,0.8,0
769,270,1,0.04,0.8,0
770,90,1,0.04,0.8,0
771,45,1,0.04,0.8,0
772,0,1,0.04,0.8,0
773,315,1,0.04,0.8,0
774,180,1,0.04,0.8,0
775,135,1,0.04,0.8,0
776,225,1,0.04,0.8,0
777,90,1,0.04,0.8,0
778,315,1,0.04,0.8,0
779,180,1,0.04,0.8,0
780,45,1,0.04,0.8,0
781,0,1,0.04,0.8,0
782,225,1,0.04,0.8,0
783,270,1,0.04,0.8,0
784,135,1,0.04,0.8,0
785,270,1,0.04,0.8,0
786,315,1,0.04,0.8,0
787,0,1,0.04,0.8,0
788,90,1,0.04,0.8,0
789,45,1,0.04,0.8,0
790,225,1,0.04,0.8,0
791,180,1,0.04,0.8,0
792,135,1,0.04,0.8,0
793,0,1,0.04,0.8,0
794,270,1,0.04,0.8,0
795,315,1,0.04,0.8,0
796,180,1,0.04,0.8,0
797,135,1,0.04,0.8,0
798,225,1,0.04,0.8,0
799,45,1,0.04,0.8,0
800,90,1,0.04,0.8,0
801,270,1,0.04,0.8,0
802,45,1,0.04,0.8,0
803,180,1,0.04,0.8,0
804,0,1,0.04,0.8,0
805,90,1,0.04,0.8,0
806,315,1,0.04,0.8,0
807,225,1,0.04,0.8,0
808,135,1,0.04,0.8,0
809,90,1,0.04,0.8,0
810,135,1,0.04,0.8,0
811,180,1,0.04,0.8,0
812,270,1,0.04,0.8,0
813,225,1,0.04,0.8,0
814,315,1,0.04,0.8,0
815,45,1,0.04,0.8,0
816,0,1,0.04,0.8,0
817,90,1,0.04,0.8,0
818,180,1,0.04,0.8,0
819,45,1,0.04,0.8,0
820,315,1,0.04,0.8,0
821,0,1,0.04,0.8,0
822,225,1,0.04,0.8,0
823,270,1,0.04,0.8,0
824,135,1,0.04,0.8,0
825,180,1,0.04,0.8,0
826,90,1,0.04,0.8,0
827,270,1,0.04,0.8,0
828,225,1,0.04,0.8,0
829,45,1,0.04,0.8,0
830,315,1,0.04,0.8,0
831,0,1,0.04,0.8,0
832,135,1,0.04,0.8,0
833,0,1,0.04,0.8,0
834,90,1,0.04,0.8,0
835,135,1,0.04,0.8,0
836,225,1,0.04,0.8,0
837,45,1,0.04,0.8,0
838,270,1,0.04,0.8,0
839,180,1,0.04,0.8,0
840,315,1,0.04,0.8,0
841,225,1,0.04,0.8,0
842,315,1,0.04,0.8,0
843,0,1,0.04,0.8,0
844,135,1,0.04,0.8,0
845,180,1,0.04,0.8,0
846,45,1,0.04,0.8,0
847,90,1,0.04,0.8,0
848,270,1,0.04,0.8,0
849,270,1,0.04,0.8,0
850,0,1,0.04,0.8,0
851,225,1,0.04,0.8,0
852,180,1,0.04,0.8,0
853,90,1,0.04,0.8,0
854,315,1,0.04,0.8,0
855,135,1,0.04,0.8,0
856,45,1,0.04,0.8,0
857,135,1,0.04,0.8,0
858,315,1,0.04,0.8,0
859,180,1,0.04,0.8,0
860,0,1,0.04,0.8,0
861,45,1,0.04,0.8,0
862,90,1,0.04,0.8,0
863,270,1,0.04,0.8,0
864,225,1,0.04,0.8,0
865,90,1,0.04,0.8,0
866,45,1,0.04,0.8,0
867,315,1,0.04,0.8,0
868,0,1,0.04,0.8,0
869,135,1,0.04,0.8,0
870,270,1,0.04,0.8,0
871,180,1,0.04,0.8,0
