trialnum,Orientation,TF,SF,Contrast,Phase
104,271.192894321901,1.5,0.08,0.790435088661898,0
105,359.819899060652,1.5,0.08,0.601129368903759,0
106,277.094609797965,1.5,0.08,0.67777315011362,0
107,84.3108542139804,1.5,0.08,0.790457156525248,0
108,179.633013379869,1.5,0.08,0.640820314444172,0
109,171.669440800467,1.5,0.08,0.639982897974632,0
110,1.44204413650469,1.5,0.08,0.832937719771153,0
111,92.9371784291745,1.5,0.08,0.7042356840513,0
112,267.114564637796,1.5,0.08,1,0
113,88.107359936823,1.5,0.08,0.694137753728776,0
114,276.259170638633,1.5,0.08,0.661113804823758,0
115,358.931948041161,1.5,0.08,0.763947623858298,0
116,174.393067412816,1.5,0.08,0.7668200185975,0
117,267.151153245296,1.5,0.08,0.741067934867959,0
118,86.8119885900894,1.5,0.08,0.719157441575728,0
119,182.587656233974,1.5,0.08,0.731227999749491,0
120,359.033150090796,1.5,0.08,0.746220162885625,0
121,94.8812383095913,1.5,0.08,0.77497425482408,0
122,269.218489445449,1.5,0.08,0.764798624549422,0
123,179.318563881711,1.5,0.08,0.847705849829059,0
124,2.06510352441661,1.5,0.08,0.702159186075684,0
125,359.165240987584,1.5,0.08,0.621203621639719,0
126,268.256263141926,1.5,0.08,0.66312101483396,0
127,89.12044853407,1.5,0.08,0.68051337749016,0
128,186.538776186711,1.5,0.08,0.542217008297441,0
129,270.026233788602,1.5,0.08,0.662230423622757,0
130,79.7049566788947,1.5,0.08,0.783235912757057,0
131,354.465504516768,1.5,0.08,0.631723424107519,0
132,180.420154579934,1.5,0.08,0.852008148541333,0
133,187.112555897667,1.5,0.08,0.730956107494612,0
134,348.808127008126,1.5,0.08,0.524788685879852,0
135,265.109571733904,1.5,0.08,0.75451416351851,0
136,80.7750605393246,1.5,0.08,0.683262976808247,0
137,359.870344484146,1.5,0.08,0.763171660961818,0
138,178.5095844881,1.5,0.08,0.589497235435536,0
139,274.346319692135,1.5,0.08,0.783734381015323,0
140,80.7754014648162,1.5,0.08,0.705253444709937,0
141,182.027086717688,1.5,0.08,0.696021227506377,0
142,1.5574090484899,1.5,0.08,0.646621325023526,0
143,277.330085163787,1.5,0.08,0.803108368592582,0
144,91.3144231717005,1.5,0.08,0.602552892122455,0
145,91.3092176559468,1.5,0.08,0.631905734212726,0
146,274.960901168565,1.5,0.08,0.702656586522433,0
147,180.256693416658,1.5,0.08,0.889902280249838,0
148,355.624292669182,1.5,0.08,0.639585149049361,0
149,89.6211577734367,1.5,0.08,0.592871033932784,0
150,269.20752528285,1.5,0.08,0.643594579926075,0
151,169.99493616884,1.5,0.08,0.779241133298258,0
152,353.647136609424,1.5,0.08,0.72580878593965,0
153,181.616156589007,1.5,0.08,0.596132735920416,0
154,268.824436295811,1.5,0.08,0.622264813820931,0
155,353.731357739703,1.5,0.08,0.911690628858757,0
156,91.4599401845912,1.5,0.08,0.775734182578772,0
157,272.400195544713,1.5,0.08,0.7316144900621,0
158,184.60484403345,1.5,0.08,0.66368330675867,0
159,90.9206799588085,1.5,0.08,0.73154597135449,0
160,3.52713239445155,1.5,0.08,0.649369965672083,0
161,276.028359162033,1.5,0.08,0.782931928392847,0
162,168.708536349411,1.5,0.08,0.70869830713806,0
163,5.81217476061984,1.5,0.08,0.576580762654362,0
164,85.5527386323869,1.5,0.08,0.490294113698604,0
165,181.068167650823,1.5,0.08,0.827098791552518,0
166,94.7820166109671,1.5,0.08,0.706095642836051,0
167,266.42063038105,1.5,0.08,0.703073177562681,0
168,2.14099068000388,1.5,0.08,0.65166576576976,0
169,2.42457090121809,1.5,0.08,0.697115318320108,0
170,88.3126595350292,1.5,0.08,0.699342403534076,0
171,177.330468148524,1.5,0.08,0.616628528467781,0
172,264.081650572037,1.5,0.08,0.755148966277947,0
173,185.527453298165,1.5,0.08,0.868841521439107,0
174,90.3553855322208,1.5,0.08,0.607424802150598,0
175,1.09756555026283,1.5,0.08,0.693260779057124,0
176,268.411026946687,1.5,0.08,0.741300183028051,0
177,187.860683100514,1.5,0.08,0.585410610818012,0
178,262.288248914863,1.5,0.08,0.536908564914123,0
179,353.131141697509,1.5,0.08,0.609665547364178,0
180,96.0757103629118,1.5,0.08,0.667910998190112,0
181,352.770316246687,1.5,0.08,0.743515372531057,0
182,81.3760571169107,1.5,0.08,0.457815477455658,0
183,184.019201005598,1.5,0.08,0.777860074317831,0
184,272.907758392951,1.5,0.08,0.550845253023158,0
185,359.549830541878,1.5,0.08,0.653930279419239,0
186,266.464644039618,1.5,0.08,0.665507220457254,0
187,175.304344634687,1.5,0.08,0.617917566660125,0
188,86.367774051468,1.5,0.08,0.557596447798486,0
189,89.743864959569,1.5,0.08,0.81841672992866,0
190,182.692003449913,1.5,0.08,0.709556688908594,0
191,267.187084562088,1.5,0.08,0.802804586725464,0
192,351.979175315099,1.5,0.08,0.747557195211806,0
193,270.133396201482,1.5,0.08,0.684608727980326,0
194,176.3257138384,1.5,0.08,0.491790389407649,0
195,91.5599493507727,1.5,0.08,0.674168608226512,0
196,348.988280864206,1.5,0.08,0.597766251976411,0
197,85.9220997473544,1.5,0.08,0.7825408064364,0
198,2.44744658939449,1.5,0.08,0.670820092779691,0
199,175.167387462232,1.5,0.08,0.647248251858068,0
200,277.14704814674,1.5,0.08,0.712251155221798,0
201,93.7263801387396,1.5,0.08,0.591184263006131,0
202,265.864320345904,1.5,0.08,0.610712922077523,0
203,180.558160867101,1.5,0.08,0.629814648417631,0
204,359.82368023521,1.5,0.08,0.654010852940205,0
205,83.3385189516867,1.5,0.08,0.752536590030817,0
206,180.839927796707,1.5,0.08,0.664351122025233,0
207,272.047498368102,1.5,0.08,0.734513489461066,0
208,6.26036474895523,1.5,0.08,0.632035175520426,0
209,94.9030061120145,1.5,0.08,0.837894446298807,0
210,171.433268557964,1.5,0.08,0.637214639680841,0
211,272.713790789537,1.5,0.08,0.947330675019137,0
212,5.71443507697227,1.5,0.08,0.645172820418866,0
213,267.674566728429,1.5,0.08,0.693167397738027,0
214,86.0398860659105,1.5,0.08,0.737524518972392,0
215,182.012877340361,1.5,0.08,0.78230837935441,0
216,358.740667430824,1.5,0.08,0.658939624390418,0
217,357.826775014343,1.5,0.08,0.480875170215909,0
218,268.339786859928,1.5,0.08,0.890175385278874,0
219,87.7502643694279,1.5,0.08,0.788360997850467,0
220,169.479653745632,1.5,0.08,0.636605842923523,0
221,84.5837708359265,1.5,0.08,0.654102588531045,0
222,2.20316875293608,1.5,0.08,0.561033075353774,0
223,270.099310928248,1.5,0.08,0.712151439854731,0
224,183.884107366454,1.5,0.08,0.686938828311281,0
225,348.838462980117,1.5,0.08,0.72449647922807,0
226,278.536250235022,1.5,0.08,0.629740194154897,0
227,174.586616289809,1.5,0.08,0.525279337034225,0
228,92.5527167906737,1.5,0.08,0.76573712918019,0
229,358.438481989417,1.5,0.08,0.663082889947012,0
230,178.730908088556,1.5,0.08,0.723512523484961,0
231,276.586048428039,1.5,0.08,0.693178414123136,0
232,90.7658772612415,1.5,0.08,0.734950705230034,0
233,89.3314738252097,1.5,0.08,0.778141543979585,0
234,258.574846672402,1.5,0.08,0.590997382512779,0
235,178.659774898144,1.5,0.08,0.861518830179239,0
236,353.592458292472,1.5,0.08,0.696718087624108,0
237,358.337033904411,1.5,0.08,0.544412263331625,0
238,264.771189522583,1.5,0.08,0.84222134540768,0
239,181.869682811941,1.5,0.08,0.78639784357125,0
240,88.7669551145782,1.5,0.08,0.730751281228579,0
241,83.4073695905147,1.5,0.08,0.683707667966929,0
242,357.781800203301,1.5,0.08,0.715043990259178,0
243,181.651812982921,1.5,0.08,0.569368572858858,0
244,268.48920603595,1.5,0.08,0.618884823186458,0
245,355.162956102434,1.5,0.08,0.799913767146872,0
246,92.663962029752,1.5,0.08,0.762967649036651,0
247,181.979433084888,1.5,0.08,0.515517594413594,0
248,266.097994192623,1.5,0.08,0.717764157978024,0
249,89.1646506200126,1.5,0.08,0.670818642696195,0
250,357.454784881828,1.5,0.08,0.730977142313314,0
251,265.339071714484,1.5,0.08,0.716942948255312,0
252,175.823576525362,1.5,0.08,0.732728114412456,0
253,259.894461285156,1.5,0.08,0.909910873565356,0
254,1.93442251424513,1.5,0.08,0.553888441515359,0
255,104.318751673972,1.5,0.08,0.808826965460475,0
256,181.569951602381,1.5,0.08,0.828106854712705,0
257,3.57461468633982,1.5,0.08,0.694188667984578,0
258,97.2557188196358,1.5,0.08,0.532581568726749,0
259,174.14775745423,1.5,0.08,0.591360445097984,0
260,266.963568333138,1.5,0.08,0.763312827365742,0
261,260.185405105066,1.5,0.08,0.552689375476261,0
262,93.7790423560239,1.5,0.08,0.733382601440264,0
263,176.994768187889,1.5,0.08,0.716194261014744,0
264,359.723393705233,1.5,0.08,0.732347612839056,0
265,169.131910294133,1.5,0.08,0.875953737613247,0
266,277.231893440759,1.5,0.08,0.691751352826788,0
267,93.905867838616,1.5,0.08,0.777316397710526,0
268,357.566173679615,1.5,0.08,0.709979700294581,0
269,104.339737750813,1.5,0.08,1,0
270,263.15745101735,1.5,0.08,0.813141840661943,0
271,173.439598562374,1.5,0.08,0.606886625555719,0
272,3.79290645998912,1.5,0.08,0.589728085150923,0
273,4.46767608493939,1.5,0.08,0.805342648609587,0
274,267.244624131466,1.5,0.08,0.894305396935111,0
275,88.3539802906014,1.5,0.08,0.759667867427288,0
276,177.784754830133,1.5,0.08,0.713037022964051,0
277,267.097452486696,1.5,0.08,0.559840076845596,0
278,88.2417683132861,1.5,0.08,0.770163044347065,0
279,358.877096273085,1.5,0.08,0.662162431391492,0
280,183.500052944469,1.5,0.08,0.709840436606918,0
281,184.742234424334,1.5,0.08,0.784397710137791,0
282,1.21111096834963,1.5,0.08,0.511495369974222,0
283,90.501416364192,1.5,0.08,0.712410030507337,0
284,266.519232344716,1.5,0.08,0.529915419287022,0
285,352.956389346384,1.5,0.08,0.774815875004472,0
286,179.099557061344,1.5,0.08,0.655646602224078,0
287,265.413150633102,1.5,0.08,0.674908665791029,0
288,82.867889491836,1.5,0.08,0.599667277557749,0
289,276.42551276386,1.5,0.08,0.660495706993802,0
290,92.0685303703995,1.5,0.08,0.615594401631462,0
291,189.207853203142,1.5,0.08,0.701227479745538,0
292,5.92377382902162,1.5,0.08,0.638385871269344,0
293,86.209056505304,1.5,0.08,0.612542894599162,0
294,173.266211824247,1.5,0.08,0.785297892186757,0
295,264.261217720021,1.5,0.08,0.6209933562773,0
296,356.209428830995,1.5,0.08,0.729457959421205,0
297,352.155908705973,1.5,0.08,0.692997943759975,0
298,180.300318782715,1.5,0.08,0.526781635940155,0
299,84.4529685657518,1.5,0.08,0.714142887721784,0
300,263.157685765859,1.5,0.08,0.762457802314639,0
301,181.545859164879,1.5,0.08,0.757846158601874,0
302,272.143281511443,1.5,0.08,0.630109732890873,0
303,0.722951587013599,1.5,0.08,0.696032186958291,0
304,94.8976170134361,1.5,0.08,0.714229558631351,0
305,91.7901422573724,1.5,0.08,0.675749296592517,0
306,270.946084329055,1.5,0.08,0.753055139435979,0
307,174.213783678339,1.5,0.08,0.82222430683036,0
308,353.660345427672,1.5,0.08,0.811262066257824,0
309,177.814224350524,1.5,0.08,0.550416293605579,0
310,2.82461362074081,1.5,0.08,0.629940557170767,0
311,270.642963362442,1.5,0.08,0.679336904756942,0
312,92.1861335723999,1.5,0.08,0.591404144478567,0
313,269.943272473092,1.5,0.08,0.720636106517545,0
314,185.929674046104,1.5,0.08,0.824059505930684,0
315,82.9741969939585,1.5,0.08,0.65279677939826,0
316,15.2405956431834,1.5,0.08,0.727041728515856,0
317,0.447553775433243,1.5,0.08,0.630703363415123,0
318,265.498384009595,1.5,0.08,0.781890454826615,0
319,87.3291141706814,1.5,0.08,0.580017556211495,0
320,165.18170629969,1.5,0.08,0.693402051200543,0
321,94.5295403102233,1.5,0.08,0.736908631043911,0
322,2.28419971716304,1.5,0.08,0.797412332505719,0
323,271.654982854344,1.5,0.08,0.676603831376893,0
324,189.332365958125,1.5,0.08,0.6063300777692,0
325,273.849309869097,1.5,0.08,0.637442121705115,0
326,9.65274328114758,1.5,0.08,0.758515112769367,0
327,92.5797378230752,1.5,0.08,0.903427999245517,0
328,184.845345166436,1.5,0.08,0.62814533725635,0
329,97.1560146447906,1.5,0.08,0.663970644378877,0
330,184.727941259345,1.5,0.08,0.633966763776261,0
331,358.559534410335,1.5,0.08,0.67661263889451,0
332,270.757548592243,1.5,0.08,0.658249022355175,0
333,266.927443952232,1.5,0.08,0.722372533327152,0
334,356.352982741882,1.5,0.08,0.873279809469417,0
335,83.6439419153641,1.5,0.08,0.691328697747867,0
336,178.492815045742,1.5,0.08,0.782161480643601,0
337,270.575218878416,1.5,0.08,0.817851857799557,0
338,171.718846093145,1.5,0.08,0.7914569499187,0
339,90.8395241698073,1.5,0.08,0.863443958096018,0
340,0.838889475062267,1.5,0.08,0.737400189693743,0
341,180.855063971431,1.5,0.08,0.56916532467173,0
342,92.7424652893204,1.5,0.08,0.807649077106974,0
343,262.429680847936,1.5,0.08,0.58616790844408,0
344,352.449770885274,1.5,0.08,0.668954610938235,0
345,272.939501665786,1.5,0.08,0.67552681755315,0
346,352.1579768031,1.5,0.08,0.8397007611353,0
347,179.72360405651,1.5,0.08,0.625311213009658,0
348,91.6532431395039,1.5,0.08,0.747625717547892,0
349,357.004249100374,1.5,0.08,0.841159350815052,0
350,267.229482845056,1.5,0.08,0.640428972033282,0
351,98.1198859588604,1.5,0.08,0.637132979777037,0
352,174.018677374947,1.5,0.08,0.711448424231505,0
353,5.51343993268132,1.5,0.08,0.676599301367406,0
354,185.219408156275,1.5,0.08,0.619718474069164,0
355,264.035159086844,1.5,0.08,0.742001455140555,0
356,83.1426346201674,1.5,0.08,0.741429033980214,0
357,273.091051736285,1.5,0.08,0.807476651337412,0
358,175.297826419946,1.5,0.08,0.838757224919311,0
359,92.0564742853164,1.5,0.08,0.683673166768785,0
360,359.060813059866,1.5,0.08,0.779357746487874,0
361,95.7062399433243,1.5,0.08,0.547067987306683,0
362,275.426988806923,1.5,0.08,0.608948410364559,0
363,180.601304027468,1.5,0.08,0.551127032870775,0
364,6.4034094099198,1.5,0.08,0.653273267058506,0
365,176.881945074196,1.5,0.08,0.783755108135309,0
366,275.050569937202,1.5,0.08,0.7998642701833,0
367,81.1906041373314,1.5,0.08,0.79464065761937,0
368,1.81427366372443,1.5,0.08,0.880822947627348,0
369,179.129305283476,1.5,0.08,0.655401408788383,0
370,272.190664432631,1.5,0.08,0.586988272317365,0
371,0.982620126191701,1.5,0.08,0.447500048539683,0
372,88.4933041398674,1.5,0.08,0.722189595087561,0
373,173.478048727945,1.5,0.08,0.738614224190237,0
374,357.026160976755,1.5,0.08,0.71847479400779,0
375,266.6813077936,1.5,0.08,0.650536740164813,0
376,86.939005740918,1.5,0.08,0.844368866518322,0
377,358.926593771489,1.5,0.08,0.597310217700505,0
378,268.814547531773,1.5,0.08,0.958334316999746,0
379,176.598664210736,1.5,0.08,0.710397981807754,0
380,96.8607457613057,1.5,0.08,0.671911152002127,0
381,87.0993327973562,1.5,0.08,0.805775903165987,0
382,353.160926574307,1.5,0.08,0.700848339694283,0
383,179.016518471169,1.5,0.08,0.828068152785942,0
384,279.327668513741,1.5,0.08,0.863248615423875,0
385,170.081558822414,1.5,0.08,0.569987519080456,0
386,266.13469183011,1.5,0.08,0.777267184931525,0
387,86.1118618088022,1.5,0.08,0.725329008874799,0
388,350.153217290849,1.5,0.08,0.81023277244502,0
389,87.0988571518194,1.5,0.08,0.525198377148166,0
390,271.642319922032,1.5,0.08,0.813448037696807,0
391,188.086877156615,1.5,0.08,0.740154794725295,0
392,358.19757375453,1.5,0.08,0.86855379002162,0
393,269.010878891153,1.5,0.08,0.491505759630772,0
394,5.254213293472,1.5,0.08,0.698147028798186,0
395,180.868860588336,1.5,0.08,0.690591589972632,0
396,91.5557539839613,1.5,0.08,0.721716849307912,0
397,88.0709490775556,1.5,0.08,0.953852613106852,0
398,10.1786470711169,1.5,0.08,0.740248265053757,0
399,188.927262453824,1.5,0.08,0.863144417915296,0
400,264.076336488598,1.5,0.08,0.611425740357631,0
401,268.869983114133,1.5,0.08,0.568016014158826,0
402,358.704037876555,1.5,0.08,0.661490948407959,0
403,94.8186619509265,1.5,0.08,0.613721120223959,0
404,177.350627351379,1.5,0.08,0.657077354304384,0
405,3.32001827546262,1.5,0.08,0.753612564244653,0
406,263.46590818978,1.5,0.08,0.697121775874793,0
407,180.356074085796,1.5,0.08,0.604272341796946,0
408,92.0158031562063,1.5,0.08,0.839304981946728,0
409,83.5431657221138,1.5,0.08,0.617311091263016,0
410,267.716018786776,1.5,0.08,0.824638895066954,0
411,4.74335264920241,1.5,0.08,0.760408114054222,0
412,190.571739091793,1.5,0.08,0.566131665650129,0
413,2.14318341391333,1.5,0.08,0.790843105880034,0
414,90.9532017871766,1.5,0.08,0.812529328473284,0
415,277.022159208241,1.5,0.08,0.75052075654785,0
416,181.695645474765,1.5,0.08,0.677832983223509,0
417,175.808772200534,1.5,0.08,0.746281469129712,0
418,89.2349614384141,1.5,0.08,0.860268315514294,0
419,264.4099638159,1.5,0.08,0.774384117947248,0
420,2.24738997836677,1.5,0.08,0.728879539638196,0
421,182.968361317087,1.5,0.08,0.603086782352536,0
422,266.932526747272,1.5,0.08,0.628376950652263,0
423,356.24155261081,1.5,0.08,0.613541205258529,0
424,95.429182595654,1.5,0.08,0.689162067737172,0
425,79.0402733792961,1.5,0.08,0.721461635717809,0
426,274.445581028128,1.5,0.08,0.749627098008663,0
427,356.387377416919,1.5,0.08,0.779943465868653,0
428,188.931596093806,1.5,0.08,0.725910655637725,0
429,3.20327524984091,1.5,0.08,0.829815929803374,0
430,174.892660301985,1.5,0.08,0.730909602640612,0
431,85.4162188864259,1.5,0.08,0.495766897467208,0
432,274.101799292629,1.5,0.08,0.538754010966083,0
433,353.47418290845,1.5,0.08,0.77856029753303,0
434,271.48764444576,1.5,0.08,0.802453192126919,0
435,90.0879850256016,1.5,0.08,0.68054350087688,0
436,173.820045597419,1.5,0.08,0.872437716410917,0
437,183.321466774209,1.5,0.08,0.55909820960124,0
438,358.973488125066,1.5,0.08,0.647240829929583,0
439,89.8521456141633,1.5,0.08,0.667975751499191,0
440,269.754795088274,1.5,0.08,0.638544632091742,0
441,93.7272575014023,1.5,0.08,0.654097013627653,0
442,358.9100699432,1.5,0.08,0.62232794107636,0
443,274.574906087605,1.5,0.08,0.781121555225965,0
444,174.015100729169,1.5,0.08,0.696693770535221,0
445,359.97989255249,1.5,0.08,0.493726336161319,0
446,174.587276777582,1.5,0.08,0.755689796738047,0
447,262.83955909037,1.5,0.08,0.738318506545478,0
448,93.2709655453513,1.5,0.08,0.858610098100013,0
449,9.76481197058367,1.5,0.08,0.723862882719977,0
450,271.824325405461,1.5,0.08,0.640848100229469,0
451,87.4958687914854,1.5,0.08,0.832003421384568,0
452,181.004030157486,1.5,0.08,0.622456044831769,0
453,89.4126242689858,1.5,0.08,0.652341594251103,0
454,6.46021877373086,1.5,0.08,0.646824660073341,0
455,182.6869547551,1.5,0.08,0.630695148429912,0
456,270.90720752424,1.5,0.08,0.736094976198607,0
457,5.60721913753331,1.5,0.08,0.710770812579436,0
458,98.4409974795872,1.5,0.08,0.516385264171653,0
459,181.520445076804,1.5,0.08,0.743534698944347,0
460,266.715732325802,1.5,0.08,0.617339869500828,0
461,277.382265442299,1.5,0.08,0.699876837268466,0
462,0.877426197007386,1.5,0.08,0.652451215615245,0
463,93.536946329055,1.5,0.08,0.724317484210512,0
464,185.113334006604,1.5,0.08,0.746877022067769,0
465,357.45667635876,1.5,0.08,0.623922909239907,0
466,173.413416097455,1.5,0.08,0.745543671700876,0
467,88.6957832914092,1.5,0.08,0.695556933313645,0
468,278.073567992402,1.5,0.08,0.64128632761818,0
469,88.4284956698156,1.5,0.08,0.693546455105065,0
470,359.094157644477,1.5,0.08,0.793025415786077,0
471,175.484474015475,1.5,0.08,0.783222293687514,0
472,274.709943420568,1.5,0.08,0.640896207790491,0
473,89.085455648073,1.5,0.08,0.656423667635651,0
474,175.174862853645,1.5,0.08,0.785075982569323,0
475,359.540757602876,1.5,0.08,0.680031397144562,0
476,260.603215254061,1.5,0.08,0.820949935745972,0
477,177.508246082173,1.5,0.08,0.569512448485806,0
478,90.3839422028184,1.5,0.08,0.750109961694686,0
479,359.770146292922,1.5,0.08,0.729026803953537,0
480,274.821837912751,1.5,0.08,0.781001892405712,0
481,83.7456651331579,1.5,0.08,0.747093347442142,0
482,0.156115985530034,1.5,0.08,0.783163637989065,0
483,182.633722968025,1.5,0.08,0.625651526551971,0
484,271.729377323968,1.5,0.08,0.848312317494561,0
485,92.2620869247986,1.5,0.08,0.724559519434593,0
486,271.563872637806,1.5,0.08,0.785991558592713,0
487,180.779550216943,1.5,0.08,0.630398567232898,0
488,352.958096771411,1.5,0.08,0.822625040721186,0
489,359.240757674376,1.5,0.08,0.698663722290413,0
490,269.943266194362,1.5,0.08,0.551840068444808,0
491,94.9945630167913,1.5,0.08,0.701764196953153,0
492,180.24188114923,1.5,0.08,0.593962964584737,0
493,86.8938708570227,1.5,0.08,0.539623672911177,0
494,269.65770682957,1.5,0.08,0.700419174384084,0
495,176.378914640466,1.5,0.08,0.745828756128431,0
496,0.897158343194715,1.5,0.08,0.498998630834912,0
497,268.195618836338,1.5,0.08,0.854081183652329,0
498,0.405995592640301,1.5,0.08,0.767784611870092,0
499,182.969881150219,1.5,0.08,0.748752261281849,0
500,83.1876255636173,1.5,0.08,0.715612290126816,0
501,88.8035647512427,1.5,0.08,0.921869416811449,0
502,265.206552553633,1.5,0.08,0.682316741269517,0
503,180.40978200202,1.5,0.08,0.702658344435155,0
504,1.05827089373667,1.5,0.08,0.696656308769616,0
505,358.454302416426,1.5,0.08,0.699032069760844,0
506,277.201287433151,1.5,0.08,0.682688448018623,0
507,183.836777305578,1.5,0.08,0.718975054896001,0
508,96.3901455864131,1.5,0.08,0.567030239864523,0
509,94.8895827964708,1.5,0.08,0.687604048891232,0
510,279.234787394648,1.5,0.08,0.719415855280043,0
511,182.770566157364,1.5,0.08,0.545226082838862,0
