trialnum,trialtype,tex_Stim_Left,tex_Stim_Right,StimLocation,reward
180,G,stimD_25,stimA,210,1
181,N,stimC_25,stimB,183,0
182,N,stimC_25,stimB,181,0
183,G,stimD_25,stimA,170,1
184,G,stimC_25,stimA,176,1
185,G,stimD_25,stimA,180,1
186,G,stimD_25,stimA,154,1
187,N,stimD_25,stimB,204,0
188,N,stimD_25,stimB,153,0
189,G,stimD_25,stimA,176,1
190,N,stimD_25,stimB,200,0
191,N,stimD_25,stimB,174,0
192,G,stimD_25,stimA,187,1
193,G,stimC_25,stimA,199,1
194,N,stimC_25,stimB,204,0
195,N,stimD_25,stimB,206,0
196,N,stimD_25,stimB,161,0
197,N,stimD_25,stimB,165,0
198,G,stimD_25,stimA,204,1
199,G,stimC_25,stimA,186,1
200,G,stimD_25,stimA,180,1
201,G,stimA,stimC_25,187,1
202,N,stimB,stimD_25,199,0
203,N,stimB,stimC_25,182,0
204,G,stimA,stimC_25,162,1
205,N,stimB,stimC_25,177,0
206,N,stimB,stimC_25,176,0
207,G,stimA,stimC_25,208,1
208,G,stimA,stimC_25,187,1
209,G,stimA,stimD_25,192,1
210,N,stimB,stimC_25,193,0
211,N,stimB,stimD_25,171,0
212,G,stimA,stimD_25,181,1
213,G,stimA,stimD_25,183,1
214,G,stimA,stimD_25,159,1
215,G,stimA,stimD_25,184,1
216,G,stimA,stimD_25,192,1
217,N,stimB,stimD_25,176,0
218,N,stimB,stimD_25,201,0
219,N,stimB,stimC_25,194,0
220,N,stimB,stimC_25,171,0
221,G,stimA,stimC_25,177,1
222,G,stimA,stimD_25,173,1
223,G,stimA,stimC_25,197,1
224,N,stimB,stimC_25,194,0
225,N,stimB,stimC_25,176,0
226,G,stimA,stimD_25,192,1
227,N,stimB,stimC_25,207,0
228,G,stimA,stimD_25,197,1
229,N,stimB,stimC_25,193,0
230,N,stimB,stimC_25,156,0
231,G,stimA,stimC_25,173,1
232,G,stimA,stimD_25,186,1
233,N,stimB,stimC_25,178,0
234,G,stimA,stimC_25,153,1
235,N,stimB,stimC_25,163,0
236,N,stimB,stimD_25,200,0
237,G,stimA,stimD_25,150,1
238,G,stimA,stimD_25,202,1
239,N,stimB,stimD_25,154,0
240,N,stimB,stimD_25,190,0
241,G,stimA,stimD_25,180,1
242,N,stimB,stimC_25,163,0
243,G,stimA,stimC_25,184,1
244,G,stimA,stimD_25,157,1
245,N,stimB,stimC_25,190,0
246,G,stimA,stimC_25,186,1
247,N,stimB,stimC_25,153,0
248,N,stimB,stimD_25,153,0
249,G,stimA,stimC_25,159,1
250,N,stimB,stimD_25,151,0
251,G,stimC_25,stimA,176,1
252,G,stimC_25,stimA,200,1
253,G,stimD_25,stimA,187,1
254,N,stimC_25,stimB,181,0
255,N,stimC_25,stimB,202,0
256,G,stimD_25,stimA,155,1
257,N,stimD_25,stimB,205,0
258,N,stimD_25,stimB,156,0
259,N,stimD_25,stimB,181,0
260,G,stimD_25,stimA,158,1
261,G,stimC_25,stimA,184,1
262,N,stimD_25,stimB,150,0
263,N,stimC_25,stimB,196,0
264,N,stimD_25,stimB,201,0
265,G,stimC_25,stimA,205,1
266,G,stimC_25,stimA,210,1
267,G,stimC_25,stimA,180,1
268,N,stimD_25,stimB,166,0
269,G,stimD_25,stimA,156,1
270,N,stimD_25,stimB,180,0
271,N,stimD_25,stimB,185,0
272,N,stimD_25,stimB,196,0
273,N,stimD_25,stimB,155,0
274,G,stimD_25,stimA,190,1
275,G,stimD_25,stimA,181,1
276,N,stimD_25,stimB,160,0
277,G,stimC_25,stimA,207,1
278,G,stimD_25,stimA,186,1
279,G,stimD_25,stimA,176,1
280,N,stimC_25,stimB,207,0
281,G,stimC_25,stimA,190,1
282,N,stimD_25,stimB,177,0
283,G,stimD_25,stimA,201,1
284,N,stimD_25,stimB,182,0
285,G,stimD_25,stimA,183,1
286,N,stimD_25,stimB,191,0
287,N,stimD_25,stimB,172,0
288,G,stimD_25,stimA,164,1
289,N,stimC_25,stimB,185,0
290,G,stimC_25,stimA,202,1
291,N,stimC_25,stimB,174,0
292,N,stimD_25,stimB,156,0
293,N,stimD_25,stimB,177,0
294,G,stimD_25,stimA,168,1
295,G,stimD_25,stimA,174,1
296,G,stimD_25,stimA,200,1
297,N,stimC_25,stimB,174,0
298,G,stimD_25,stimA,173,1
299,G,stimD_25,stimA,171,1
300,N,stimC_25,stimB,158,0
301,N,stimB,stimD_25,165,0
302,G,stimA,stimD_25,155,1
303,G,stimA,stimD_25,176,1
304,N,stimB,stimD_25,165,0
305,G,stimA,stimC_25,168,1
306,N,stimB,stimC_25,175,0
307,G,stimA,stimD_25,157,1
308,N,stimB,stimC_25,180,0
309,G,stimA,stimD_25,193,1
310,N,stimB,stimC_25,164,0
311,G,stimA,stimC_25,197,1
312,G,stimA,stimD_25,154,1
313,N,stimB,stimD_25,174,0
314,N,stimB,stimC_25,150,0
315,N,stimB,stimD_25,163,0
316,G,stimA,stimD_25,150,1
317,G,stimA,stimD_25,161,1
318,N,stimB,stimD_25,158,0
319,G,stimA,stimC_25,166,1
320,N,stimB,stimC_25,160,0
321,N,stimB,stimC_25,158,0
322,G,stimA,stimD_25,186,1
323,N,stimB,stimC_25,204,0
324,G,stimA,stimC_25,207,1
325,G,stimA,stimD_25,163,1
326,N,stimB,stimD_25,179,0
327,G,stimA,stimC_25,172,1
328,N,stimB,stimC_25,181,0
329,N,stimB,stimD_25,166,0
330,G,stimA,stimC_25,154,1
331,N,stimB,stimD_25,176,0
332,G,stimA,stimC_25,160,1
333,G,stimA,stimC_25,151,1
334,G,stimA,stimD_25,208,1
335,G,stimA,stimC_25,176,1
336,N,stimB,stimD_25,208,0
337,G,stimA,stimD_25,196,1
338,N,stimB,stimC_25,150,0
339,N,stimB,stimC_25,191,0
340,N,stimB,stimC_25,193,0
341,N,stimB,stimC_25,189,0
342,N,stimB,stimD_25,183,0
343,G,stimA,stimD_25,163,1
344,G,stimA,stimD_25,197,1
345,N,stimB,stimD_25,163,0
346,N,stimB,stimC_25,172,0
347,G,stimA,stimC_25,204,1
348,G,stimA,stimD_25,202,1
349,G,stimA,stimD_25,174,1
350,N,stimB,stimD_25,169,0
351,G,stimC_25,stimA,187,1
352,G,stimD_25,stimA,205,1
353,G,stimC_25,stimA,205,1
354,G,stimD_25,stimA,186,1
355,G,stimC_25,stimA,170,1
356,N,stimC_25,stimB,202,0
357,N,stimC_25,stimB,176,0
358,N,stimD_25,stimB,205,0
359,N,stimD_25,stimB,152,0
360,N,stimC_25,stimB,182,0
361,N,stimC_25,stimB,193,0
362,N,stimD_25,stimB,160,0
363,G,stimC_25,stimA,170,1
364,N,stimC_25,stimB,161,0
365,G,stimC_25,stimA,169,1
366,N,stimC_25,stimB,174,0
367,G,stimC_25,stimA,183,1
368,G,stimD_25,stimA,152,1
369,G,stimD_25,stimA,183,1
370,N,stimC_25,stimB,166,0
371,N,stimD_25,stimB,164,0
372,G,stimD_25,stimA,164,1
373,G,stimC_25,stimA,159,1
374,N,stimD_25,stimB,208,0
375,N,stimC_25,stimB,207,0
376,N,stimD_25,stimB,199,0
377,G,stimC_25,stimA,194,1
378,G,stimC_25,stimA,160,1
379,N,stimD_25,stimB,171,0
380,G,stimD_25,stimA,161,1
381,G,stimC_25,stimA,150,1
382,N,stimD_25,stimB,169,0
383,G,stimC_25,stimA,192,1
384,N,stimC_25,stimB,188,0
385,N,stimD_25,stimB,183,0
386,G,stimC_25,stimA,176,1
387,G,stimC_25,stimA,167,1
388,N,stimC_25,stimB,180,0
389,G,stimC_25,stimA,196,1
390,N,stimC_25,stimB,196,0
391,G,stimD_25,stimA,185,1
392,G,stimC_25,stimA,195,1
393,G,stimC_25,stimA,189,1
394,G,stimC_25,stimA,157,1
395,N,stimC_25,stimB,180,0
396,N,stimC_25,stimB,171,0
397,N,stimC_25,stimB,155,0
398,N,stimD_25,stimB,159,0
399,N,stimC_25,stimB,162,0
400,G,stimD_25,stimA,191,1
401,N,stimB,stimD_25,176,0
402,G,stimA,stimD_25,192,1
403,G,stimA,stimD_25,165,1
404,N,stimB,stimC_25,150,0
405,N,stimB,stimD_25,182,0
406,N,stimB,stimC_25,167,0
407,G,stimA,stimC_25,207,1
408,N,stimB,stimC_25,205,0
409,G,stimA,stimC_25,173,1
410,G,stimA,stimD_25,151,1
411,G,stimA,stimD_25,190,1
412,N,stimB,stimC_25,201,0
413,G,stimA,stimD_25,209,1
414,N,stimB,stimD_25,153,0
415,N,stimB,stimD_25,177,0
416,N,stimB,stimC_25,185,0
417,G,stimA,stimD_25,191,1
418,G,stimA,stimC_25,193,1
419,G,stimA,stimD_25,189,1
420,N,stimB,stimD_25,194,0
421,G,stimA,stimD_25,172,1
422,N,stimB,stimD_25,185,0
423,N,stimB,stimC_25,157,0
424,G,stimA,stimC_25,153,1
425,G,stimA,stimD_25,209,1
426,G,stimA,stimC_25,167,1
427,N,stimB,stimD_25,186,0
428,N,stimB,stimD_25,208,0
429,G,stimA,stimC_25,161,1
430,N,stimB,stimC_25,161,0
431,G,stimA,stimC_25,170,1
432,G,stimA,stimD_25,206,1
433,G,stimA,stimC_25,173,1
434,G,stimA,stimC_25,166,1
435,G,stimA,stimC_25,159,1
436,N,stimB,stimC_25,174,0
437,N,stimB,stimD_25,172,0
438,N,stimB,stimD_25,157,0
439,N,stimB,stimC_25,176,0
440,N,stimB,stimD_25,155,0
441,G,stimA,stimD_25,187,1
442,N,stimB,stimD_25,150,0
443,N,stimB,stimC_25,184,0
444,N,stimB,stimC_25,198,0
445,G,stimA,stimC_25,164,1
446,G,stimA,stimC_25,177,1
447,N,stimB,stimC_25,184,0
448,G,stimA,stimC_25,153,1
449,N,stimB,stimD_25,180,0
450,G,stimA,stimD_25,189,1
451,G,stimC_25,stimA,163,1
452,G,stimC_25,stimA,201,1
453,G,stimC_25,stimA,209,1
454,N,stimC_25,stimB,201,0
455,N,stimC_25,stimB,180,0
456,N,stimD_25,stimB,167,0
457,G,stimD_25,stimA,195,1
458,N,stimC_25,stimB,164,0
459,N,stimD_25,stimB,208,0
460,G,stimC_25,stimA,187,1
461,G,stimC_25,stimA,186,1
462,N,stimD_25,stimB,160,0
463,G,stimD_25,stimA,155,1
464,G,stimC_25,stimA,165,1
465,N,stimC_25,stimB,202,0
466,G,stimC_25,stimA,205,1
467,N,stimC_25,stimB,192,0
468,G,stimD_25,stimA,194,1
469,N,stimC_25,stimB,164,0
470,N,stimD_25,stimB,185,0
471,G,stimC_25,stimA,199,1
472,N,stimC_25,stimB,174,0
473,G,stimC_25,stimA,210,1
474,N,stimD_25,stimB,155,0
475,N,stimC_25,stimB,169,0
476,G,stimC_25,stimA,181,1
477,G,stimD_25,stimA,153,1
478,G,stimD_25,stimA,194,1
479,N,stimC_25,stimB,183,0
480,N,stimC_25,stimB,182,0
481,N,stimC_25,stimB,200,0
482,N,stimC_25,stimB,202,0
483,N,stimC_25,stimB,198,0
484,G,stimD_25,stimA,169,1
485,G,stimC_25,stimA,177,1
486,N,stimC_25,stimB,195,0
487,N,stimD_25,stimB,156,0
488,G,stimD_25,stimA,156,1
489,G,stimC_25,stimA,166,1
490,G,stimD_25,stimA,182,1
491,N,stimD_25,stimB,209,0
492,G,stimC_25,stimA,193,1
493,G,stimC_25,stimA,169,1
494,G,stimC_25,stimA,167,1
495,N,stimD_25,stimB,201,0
496,N,stimC_25,stimB,205,0
497,N,stimD_25,stimB,188,0
498,N,stimC_25,stimB,165,0
499,G,stimD_25,stimA,155,1
500,G,stimC_25,stimA,201,1
501,N,stimB,stimC_25,185,0
502,G,stimA,stimD_25,207,1
503,N,stimB,stimD_25,153,0
504,G,stimA,stimC_25,185,1
505,G,stimA,stimD_25,167,1
506,N,stimB,stimC_25,200,0
507,G,stimA,stimC_25,161,1
508,G,stimA,stimC_25,176,1
509,N,stimB,stimC_25,173,0
510,N,stimB,stimC_25,200,0
511,G,stimA,stimC_25,191,1
512,N,stimB,stimD_25,162,0
513,G,stimA,stimD_25,169,1
514,G,stimA,stimC_25,158,1
515,N,stimB,stimD_25,190,0
516,N,stimB,stimC_25,184,0
517,N,stimB,stimD_25,160,0
518,G,stimA,stimC_25,159,1
519,N,stimB,stimC_25,179,0
520,G,stimA,stimD_25,205,1
521,N,stimB,stimD_25,183,0
522,N,stimB,stimD_25,152,0
523,N,stimB,stimD_25,153,0
524,N,stimB,stimC_25,199,0
525,G,stimA,stimC_25,177,1
526,G,stimA,stimD_25,173,1
527,G,stimA,stimD_25,198,1
528,G,stimA,stimC_25,172,1
529,N,stimB,stimD_25,182,0
530,G,stimA,stimC_25,193,1
531,G,stimA,stimD_25,203,1
532,N,stimB,stimC_25,170,0
533,N,stimB,stimD_25,189,0
534,G,stimA,stimC_25,209,1
535,N,stimB,stimD_25,154,0
536,N,stimB,stimD_25,185,0
537,G,stimA,stimC_25,175,1
538,N,stimB,stimC_25,168,0
539,G,stimA,stimD_25,166,1
540,G,stimA,stimC_25,196,1
541,G,stimA,stimD_25,210,1
542,G,stimA,stimC_25,161,1
543,G,stimA,stimC_25,197,1
544,G,stimA,stimC_25,161,1
545,N,stimB,stimD_25,210,0
546,N,stimB,stimC_25,198,0
547,N,stimB,stimC_25,175,0
548,N,stimB,stimD_25,194,0
549,G,stimA,stimD_25,180,1
550,N,stimB,stimD_25,199,0
551,N,stimD_25,stimB,171,0
552,N,stimC_25,stimB,154,0
553,G,stimD_25,stimA,186,1
554,G,stimC_25,stimA,205,1
555,N,stimC_25,stimB,161,0
556,G,stimD_25,stimA,176,1
557,N,stimC_25,stimB,195,0
558,G,stimD_25,stimA,152,1
559,G,stimC_25,stimA,207,1
560,N,stimD_25,stimB,196,0
561,G,stimC_25,stimA,184,1
562,N,stimD_25,stimB,161,0
563,G,stimC_25,stimA,180,1
564,G,stimD_25,stimA,181,1
565,G,stimD_25,stimA,210,1
566,N,stimD_25,stimB,202,0
567,N,stimC_25,stimB,208,0
568,N,stimC_25,stimB,191,0
569,G,stimC_25,stimA,174,1
570,N,stimC_25,stimB,207,0
571,N,stimD_25,stimB,179,0
572,G,stimC_25,stimA,164,1
573,G,stimD_25,stimA,174,1
574,N,stimD_25,stimB,193,0
575,N,stimC_25,stimB,184,0
576,N,stimD_25,stimB,196,0
577,G,stimC_25,stimA,210,1
578,G,stimD_25,stimA,208,1
579,G,stimC_25,stimA,182,1
580,N,stimC_25,stimB,208,0
581,G,stimD_25,stimA,157,1
582,N,stimD_25,stimB,153,0
583,N,stimC_25,stimB,168,0
584,N,stimD_25,stimB,185,0
585,G,stimD_25,stimA,182,1
586,N,stimD_25,stimB,204,0
587,G,stimD_25,stimA,182,1
588,N,stimD_25,stimB,176,0
589,G,stimC_25,stimA,183,1
590,G,stimC_25,stimA,193,1
591,N,stimC_25,stimB,151,0
592,G,stimD_25,stimA,198,1
593,N,stimD_25,stimB,158,0
594,N,stimC_25,stimB,179,0
595,G,stimD_25,stimA,165,1
596,G,stimD_25,stimA,172,1
597,N,stimC_25,stimB,190,0
598,N,stimC_25,stimB,160,0
599,G,stimD_25,stimA,167,1
600,G,stimC_25,stimA,162,1
601,G,stimA,stimD_25,161,1
602,N,stimB,stimC_25,169,0
603,G,stimA,stimC_25,203,1
604,G,stimA,stimD_25,178,1
605,G,stimA,stimC_25,174,1
606,N,stimB,stimC_25,160,0
607,G,stimA,stimD_25,209,1
608,N,stimB,stimD_25,174,0
609,N,stimB,stimD_25,201,0
610,N,stimB,stimD_25,187,0
611,N,stimB,stimC_25,172,0
612,N,stimB,stimC_25,203,0
613,G,stimA,stimD_25,197,1
614,G,stimA,stimC_25,178,1
615,N,stimB,stimD_25,199,0
616,N,stimB,stimC_25,204,0
617,G,stimA,stimD_25,176,1
618,G,stimA,stimD_25,170,1
619,G,stimA,stimC_25,186,1
620,N,stimB,stimC_25,205,0
621,N,stimB,stimC_25,192,0
622,G,stimA,stimD_25,173,1
623,N,stimB,stimC_25,194,0
624,G,stimA,stimD_25,208,1
625,N,stimB,stimC_25,183,0
626,G,stimA,stimC_25,182,1
627,N,stimB,stimD_25,168,0
628,G,stimA,stimC_25,154,1
629,G,stimA,stimC_25,161,1
630,N,stimB,stimD_25,155,0
631,G,stimA,stimD_25,178,1
632,G,stimA,stimD_25,150,1
633,N,stimB,stimC_25,205,0
634,G,stimA,stimC_25,189,1
635,N,stimB,stimC_25,150,0
636,G,stimA,stimD_25,151,1
637,G,stimA,stimD_25,162,1
638,N,stimB,stimC_25,177,0
639,N,stimB,stimC_25,157,0
640,N,stimB,stimC_25,150,0
641,G,stimA,stimC_25,194,1
642,G,stimA,stimC_25,171,1
643,N,stimB,stimD_25,197,0
644,N,stimB,stimC_25,176,0
645,G,stimA,stimC_25,176,1
646,G,stimA,stimC_25,153,1
647,N,stimB,stimC_25,153,0
648,N,stimB,stimC_25,155,0
649,G,stimA,stimC_25,186,1
650,N,stimB,stimD_25,164,0
651,G,stimD_25,stimA,201,1
652,N,stimD_25,stimB,202,0
653,N,stimD_25,stimB,208,0
654,G,stimC_25,stimA,179,1
655,G,stimC_25,stimA,163,1
656,N,stimD_25,stimB,163,0
657,N,stimC_25,stimB,182,0
658,G,stimD_25,stimA,196,1
659,N,stimD_25,stimB,171,0
660,G,stimD_25,stimA,178,1
661,G,stimD_25,stimA,188,1
662,G,stimD_25,stimA,205,1
663,G,stimD_25,stimA,159,1
664,N,stimC_25,stimB,193,0
665,N,stimC_25,stimB,185,0
666,N,stimC_25,stimB,176,0
667,N,stimC_25,stimB,203,0
668,G,stimD_25,stimA,173,1
669,G,stimD_25,stimA,160,1
670,N,stimC_25,stimB,188,0
671,N,stimD_25,stimB,188,0
672,N,stimC_25,stimB,170,0
673,G,stimC_25,stimA,198,1
674,G,stimD_25,stimA,210,1
675,G,stimC_25,stimA,209,1
676,N,stimD_25,stimB,157,0
677,G,stimC_25,stimA,164,1
678,G,stimC_25,stimA,151,1
679,N,stimD_25,stimB,187,0
680,N,stimD_25,stimB,156,0
681,N,stimC_25,stimB,174,0
682,N,stimC_25,stimB,203,0
683,G,stimC_25,stimA,183,1
684,G,stimC_25,stimA,172,1
685,N,stimC_25,stimB,162,0
686,N,stimC_25,stimB,176,0
687,G,stimC_25,stimA,208,1
688,G,stimC_25,stimA,157,1
689,N,stimD_25,stimB,178,0
690,G,stimD_25,stimA,202,1
691,N,stimD_25,stimB,152,0
692,G,stimC_25,stimA,192,1
693,N,stimC_25,stimB,209,0
694,G,stimC_25,stimA,167,1
695,N,stimD_25,stimB,158,0
696,G,stimC_25,stimA,191,1
697,N,stimD_25,stimB,205,0
698,G,stimC_25,stimA,187,1
699,N,stimD_25,stimB,204,0
700,G,stimC_25,stimA,161,1
701,N,stimB,stimC_25,196,0
702,G,stimA,stimD_25,171,1
703,G,stimA,stimC_25,175,1
704,N,stimB,stimD_25,159,0
705,G,stimA,stimD_25,199,1
706,N,stimB,stimC_25,188,0
707,G,stimA,stimD_25,195,1
708,N,stimB,stimD_25,199,0
709,N,stimB,stimD_25,154,0
710,G,stimA,stimC_25,207,1
711,N,stimB,stimC_25,180,0
712,G,stimA,stimC_25,196,1
713,G,stimA,stimD_25,195,1
714,N,stimB,stimD_25,200,0
715,N,stimB,stimC_25,159,0
716,G,stimA,stimD_25,177,1
717,N,stimB,stimD_25,187,0
718,N,stimB,stimD_25,206,0
719,G,stimA,stimD_25,200,1
720,G,stimA,stimC_25,204,1
721,N,stimB,stimC_25,185,0
722,G,stimA,stimD_25,185,1
723,G,stimA,stimD_25,202,1
724,G,stimA,stimD_25,152,1
725,N,stimB,stimD_25,204,0
726,N,stimB,stimC_25,174,0
727,N,stimB,stimD_25,152,0
728,G,stimA,stimC_25,195,1
729,N,stimB,stimD_25,159,0
730,G,stimA,stimD_25,158,1
731,G,stimA,stimC_25,186,1
732,G,stimA,stimC_25,165,1
733,G,stimA,stimD_25,169,1
734,G,stimA,stimC_25,174,1
735,G,stimA,stimC_25,174,1
736,N,stimB,stimC_25,173,0
737,N,stimB,stimD_25,187,0
738,N,stimB,stimD_25,160,0
739,N,stimB,stimD_25,161,0
740,N,stimB,stimD_25,155,0
741,G,stimA,stimD_25,169,1
742,N,stimB,stimD_25,196,0
743,G,stimA,stimD_25,164,1
744,G,stimA,stimC_25,195,1
745,N,stimB,stimD_25,192,0
746,G,stimA,stimC_25,200,1
747,N,stimB,stimC_25,200,0
748,N,stimB,stimD_25,167,0
749,N,stimB,stimC_25,168,0
750,G,stimA,stimC_25,181,1
751,G,stimC_25,stimA,169,1
752,N,stimD_25,stimB,200,0
753,G,stimD_25,stimA,199,1
754,N,stimD_25,stimB,183,0
755,G,stimD_25,stimA,166,1
756,N,stimD_25,stimB,191,0
757,G,stimC_25,stimA,164,1
758,N,stimD_25,stimB,177,0
759,G,stimD_25,stimA,173,1
760,N,stimD_25,stimB,182,0
761,G,stimD_25,stimA,210,1
762,N,stimC_25,stimB,196,0
763,N,stimD_25,stimB,209,0
764,G,stimD_25,stimA,164,1
765,N,stimD_25,stimB,182,0
766,G,stimC_25,stimA,153,1
767,N,stimD_25,stimB,196,0
768,G,stimC_25,stimA,186,1
769,N,stimC_25,stimB,202,0
770,G,stimD_25,stimA,210,1
771,N,stimC_25,stimB,206,0
772,G,stimD_25,stimA,174,1
773,N,stimC_25,stimB,150,0
