trialnum,trialtype,tex_Stim_Left,tex_Stim_Right,StimLocation,reward
72,G,stimA_25,stimB,168,1
73,N,stimA_25,stimC,207,0
74,G,stimD_25,stimB,209,1
75,N,stimA_25,stimC,167,0
76,G,stimD_25,stimB,198,1
77,G,stimD_25,stimB,204,1
78,G,stimA_25,stimB,186,1
79,N,stimD_25,stimC,203,0
80,N,stimA_25,stimC,207,0
81,G,stimD_25,stimB,183,1
82,G,stimD_25,stimB,194,1
83,N,stimA_25,stimC,185,0
84,N,stimD_25,stimC,151,0
85,G,stimA_25,stimB,177,1
86,G,stimA_25,stimB,189,1
87,N,stimD_25,stimC,181,0
88,N,stimD_25,stimC,172,0
89,N,stimD_25,stimC,207,0
90,G,stimD_25,stimB,200,1
91,N,stimA_25,stimC,201,0
92,G,stimD_25,stimB,172,1
93,G,stimD_25,stimB,186,1
94,G,stimA_25,stimB,203,1
95,N,stimD_25,stimC,206,0
96,G,stimA_25,stimB,190,1
97,N,stimA_25,stimC,162,0
98,N,stimD_25,stimC,189,0
99,G,stimA_25,stimB,154,1
100,N,stimD_25,stimC,174,0
101,G,stimB,stimD_25,190,1
102,G,stimB,stimD_25,206,1
103,N,stimC,stimD_25,199,0
104,N,stimC,stimA_25,179,0
105,N,stimC,stimD_25,196,0
106,G,stimB,stimA_25,175,1
107,N,stimC,stimA_25,209,0
108,G,stimB,stimD_25,210,1
109,G,stimB,stimD_25,202,1
110,N,stimC,stimA_25,173,0
111,G,stimB,stimD_25,177,1
112,N,stimC,stimD_25,165,0
113,G,stimB,stimA_25,197,1
114,N,stimC,stimD_25,203,0
115,N,stimC,stimA_25,205,0
116,G,stimB,stimD_25,184,1
117,G,stimB,stimA_25,186,1
118,N,stimC,stimA_25,159,0
119,N,stimC,stimD_25,204,0
120,G,stimB,stimA_25,177,1
121,N,stimC,stimA_25,162,0
122,G,stimB,stimD_25,204,1
123,G,stimB,stimA_25,196,1
124,G,stimB,stimA_25,203,1
125,G,stimB,stimD_25,167,1
126,G,stimB,stimA_25,191,1
127,N,stimC,stimA_25,190,0
128,N,stimC,stimA_25,157,0
129,N,stimC,stimA_25,174,0
130,N,stimC,stimD_25,166,0
131,N,stimC,stimD_25,193,0
132,G,stimB,stimA_25,167,1
133,N,stimC,stimA_25,204,0
134,G,stimB,stimD_25,200,1
135,G,stimB,stimD_25,173,1
136,G,stimB,stimA_25,180,1
137,N,stimC,stimA_25,192,0
138,G,stimB,stimD_25,200,1
139,N,stimC,stimA_25,187,0
140,N,stimC,stimD_25,185,0
141,G,stimB,stimA_25,169,1
142,G,stimB,stimA_25,177,1
143,N,stimC,stimA_25,193,0
144,G,stimB,stimA_25,203,1
145,G,stimB,stimD_25,193,1
146,N,stimC,stimD_25,151,0
147,N,stimC,stimD_25,191,0
148,N,stimC,stimA_25,176,0
149,N,stimC,stimA_25,176,0
150,G,stimB,stimA_25,157,1
151,N,stimA_25,stimC,199,0
152,G,stimA_25,stimB,169,1
153,G,stimD_25,stimB,165,1
154,G,stimD_25,stimB,170,1
155,N,stimA_25,stimC,172,0
156,G,stimA_25,stimB,183,1
157,G,stimA_25,stimB,184,1
158,N,stimA_25,stimC,174,0
159,N,stimD_25,stimC,174,0
160,N,stimA_25,stimC,181,0
161,G,stimA_25,stimB,190,1
162,N,stimD_25,stimC,208,0
163,G,stimA_25,stimB,194,1
164,G,stimA_25,stimB,174,1
165,G,stimD_25,stimB,200,1
166,N,stimA_25,stimC,158,0
167,N,stimA_25,stimC,153,0
168,N,stimA_25,stimC,155,0
169,N,stimD_25,stimC,159,0
170,G,stimD_25,stimB,169,1
171,N,stimA_25,stimC,168,0
172,G,stimD_25,stimB,150,1
173,N,stimD_25,stimC,182,0
174,N,stimD_25,stimC,155,0
175,N,stimD_25,stimC,158,0
176,G,stimA_25,stimB,188,1
177,G,stimD_25,stimB,202,1
178,G,stimA_25,stimB,209,1
179,N,stimA_25,stimC,184,0
180,G,stimA_25,stimB,210,1
181,N,stimD_25,stimC,183,0
182,N,stimD_25,stimC,181,0
183,G,stimD_25,stimB,170,1
184,G,stimD_25,stimB,176,1
185,G,stimD_25,stimB,180,1
186,G,stimA_25,stimB,154,1
187,N,stimA_25,stimC,204,0
188,N,stimA_25,stimC,153,0
189,G,stimA_25,stimB,176,1
190,N,stimD_25,stimC,200,0
191,N,stimA_25,stimC,174,0
192,G,stimA_25,stimB,187,1
193,G,stimA_25,stimB,199,1
194,N,stimA_25,stimC,204,0
195,N,stimA_25,stimC,206,0
196,N,stimD_25,stimC,161,0
197,N,stimD_25,stimC,165,0
198,G,stimA_25,stimB,204,1
199,G,stimA_25,stimB,186,1
200,G,stimD_25,stimB,180,1
201,G,stimB,stimD_25,187,1
202,N,stimC,stimA_25,199,0
203,N,stimC,stimD_25,182,0
204,G,stimB,stimA_25,162,1
205,N,stimC,stimD_25,177,0
206,N,stimC,stimA_25,176,0
207,G,stimB,stimD_25,208,1
208,G,stimB,stimA_25,187,1
209,G,stimB,stimA_25,192,1
210,N,stimC,stimD_25,193,0
211,N,stimC,stimD_25,171,0
212,G,stimB,stimD_25,181,1
213,G,stimB,stimD_25,183,1
214,G,stimB,stimD_25,159,1
215,G,stimB,stimD_25,184,1
216,G,stimB,stimD_25,192,1
217,N,stimC,stimD_25,176,0
218,N,stimC,stimD_25,201,0
219,N,stimC,stimD_25,194,0
220,N,stimC,stimA_25,171,0
221,G,stimB,stimA_25,177,1
222,G,stimB,stimA_25,173,1
223,G,stimB,stimD_25,197,1
224,N,stimC,stimD_25,194,0
225,N,stimC,stimD_25,176,0
226,G,stimB,stimD_25,192,1
227,N,stimC,stimA_25,207,0
228,G,stimB,stimA_25,197,1
229,N,stimC,stimD_25,193,0
230,N,stimC,stimA_25,156,0
231,G,stimB,stimD_25,173,1
232,G,stimB,stimD_25,186,1
233,N,stimC,stimA_25,178,0
234,G,stimB,stimA_25,153,1
235,N,stimC,stimD_25,163,0
236,N,stimC,stimD_25,200,0
237,G,stimB,stimA_25,150,1
238,G,stimB,stimA_25,202,1
239,N,stimC,stimA_25,154,0
240,N,stimC,stimA_25,190,0
241,G,stimB,stimA_25,180,1
242,N,stimC,stimD_25,163,0
243,G,stimB,stimD_25,184,1
244,G,stimB,stimD_25,157,1
245,N,stimC,stimD_25,190,0
246,G,stimB,stimA_25,186,1
247,N,stimC,stimD_25,153,0
248,N,stimC,stimD_25,153,0
249,G,stimB,stimA_25,159,1
250,N,stimC,stimD_25,151,0
251,G,stimD_25,stimB,176,1
252,G,stimA_25,stimB,200,1
253,G,stimD_25,stimB,187,1
254,N,stimA_25,stimC,181,0
255,N,stimA_25,stimC,202,0
256,G,stimA_25,stimB,155,1
257,N,stimA_25,stimC,205,0
258,N,stimA_25,stimC,156,0
259,N,stimA_25,stimC,181,0
260,G,stimA_25,stimB,158,1
261,G,stimD_25,stimB,184,1
262,N,stimD_25,stimC,150,0
263,N,stimA_25,stimC,196,0
264,N,stimA_25,stimC,201,0
265,G,stimD_25,stimB,205,1
266,G,stimD_25,stimB,210,1
267,G,stimD_25,stimB,180,1
268,N,stimD_25,stimC,166,0
269,G,stimA_25,stimB,156,1
270,N,stimD_25,stimC,180,0
271,N,stimD_25,stimC,185,0
272,N,stimA_25,stimC,196,0
273,N,stimA_25,stimC,155,0
274,G,stimA_25,stimB,190,1
275,G,stimA_25,stimB,181,1
276,N,stimA_25,stimC,160,0
277,G,stimD_25,stimB,207,1
278,G,stimA_25,stimB,186,1
279,G,stimA_25,stimB,176,1
280,N,stimD_25,stimC,207,0
281,G,stimD_25,stimB,190,1
282,N,stimA_25,stimC,177,0
283,G,stimA_25,stimB,201,1
284,N,stimD_25,stimC,182,0
285,G,stimD_25,stimB,183,1
286,N,stimD_25,stimC,191,0
287,N,stimD_25,stimC,172,0
288,G,stimA_25,stimB,164,1
289,N,stimA_25,stimC,185,0
290,G,stimA_25,stimB,202,1
291,N,stimD_25,stimC,174,0
292,N,stimD_25,stimC,156,0
293,N,stimD_25,stimC,177,0
294,G,stimA_25,stimB,168,1
295,G,stimA_25,stimB,174,1
296,G,stimD_25,stimB,200,1
297,N,stimA_25,stimC,174,0
298,G,stimD_25,stimB,173,1
299,G,stimA_25,stimB,171,1
300,N,stimA_25,stimC,158,0
301,N,stimC,stimA_25,165,0
302,G,stimB,stimD_25,155,1
303,G,stimB,stimA_25,176,1
304,N,stimC,stimA_25,165,0
305,G,stimB,stimA_25,168,1
306,N,stimC,stimA_25,175,0
307,G,stimB,stimA_25,157,1
308,N,stimC,stimD_25,180,0
309,G,stimB,stimD_25,193,1
310,N,stimC,stimA_25,164,0
311,G,stimB,stimA_25,197,1
312,G,stimB,stimA_25,154,1
313,N,stimC,stimD_25,174,0
314,N,stimC,stimD_25,150,0
315,N,stimC,stimD_25,163,0
316,G,stimB,stimA_25,150,1
317,G,stimB,stimD_25,161,1
318,N,stimC,stimA_25,158,0
319,G,stimB,stimA_25,166,1
320,N,stimC,stimD_25,160,0
321,N,stimC,stimD_25,158,0
322,G,stimB,stimD_25,186,1
323,N,stimC,stimD_25,204,0
324,G,stimB,stimD_25,207,1
325,G,stimB,stimD_25,163,1
326,N,stimC,stimD_25,179,0
327,G,stimB,stimD_25,172,1
328,N,stimC,stimD_25,181,0
329,N,stimC,stimD_25,166,0
330,G,stimB,stimD_25,154,1
331,N,stimC,stimD_25,176,0
332,G,stimB,stimA_25,160,1
333,G,stimB,stimD_25,151,1
334,G,stimB,stimD_25,208,1
335,G,stimB,stimD_25,176,1
336,N,stimC,stimD_25,208,0
337,G,stimB,stimA_25,196,1
338,N,stimC,stimD_25,150,0
339,N,stimC,stimD_25,191,0
340,N,stimC,stimA_25,193,0
341,N,stimC,stimA_25,189,0
342,N,stimC,stimD_25,183,0
343,G,stimB,stimD_25,163,1
344,G,stimB,stimD_25,197,1
345,N,stimC,stimA_25,163,0
346,N,stimC,stimA_25,172,0
347,G,stimB,stimD_25,204,1
348,G,stimB,stimD_25,202,1
349,G,stimB,stimD_25,174,1
350,N,stimC,stimA_25,169,0
351,G,stimA_25,stimB,187,1
352,G,stimA_25,stimB,205,1
353,G,stimA_25,stimB,205,1
354,G,stimD_25,stimB,186,1
355,G,stimD_25,stimB,170,1
356,N,stimD_25,stimC,202,0
357,N,stimA_25,stimC,176,0
358,N,stimD_25,stimC,205,0
359,N,stimD_25,stimC,152,0
360,N,stimD_25,stimC,182,0
361,N,stimD_25,stimC,193,0
362,N,stimD_25,stimC,160,0
363,G,stimA_25,stimB,170,1
364,N,stimD_25,stimC,161,0
365,G,stimD_25,stimB,169,1
366,N,stimA_25,stimC,174,0
367,G,stimD_25,stimB,183,1
368,G,stimA_25,stimB,152,1
369,G,stimD_25,stimB,183,1
370,N,stimA_25,stimC,166,0
371,N,stimA_25,stimC,164,0
372,G,stimA_25,stimB,164,1
373,G,stimD_25,stimB,159,1
374,N,stimD_25,stimC,208,0
375,N,stimD_25,stimC,207,0
376,N,stimD_25,stimC,199,0
377,G,stimA_25,stimB,194,1
378,G,stimD_25,stimB,160,1
379,N,stimD_25,stimC,171,0
380,G,stimD_25,stimB,161,1
381,G,stimA_25,stimB,150,1
382,N,stimA_25,stimC,169,0
383,G,stimA_25,stimB,192,1
384,N,stimD_25,stimC,188,0
385,N,stimD_25,stimC,183,0
386,G,stimA_25,stimB,176,1
387,G,stimA_25,stimB,167,1
388,N,stimA_25,stimC,180,0
389,G,stimD_25,stimB,196,1
390,N,stimD_25,stimC,196,0
391,G,stimD_25,stimB,185,1
392,G,stimA_25,stimB,195,1
393,G,stimD_25,stimB,189,1
394,G,stimD_25,stimB,157,1
395,N,stimA_25,stimC,180,0
396,N,stimA_25,stimC,171,0
397,N,stimA_25,stimC,155,0
398,N,stimD_25,stimC,159,0
399,N,stimA_25,stimC,162,0
400,G,stimD_25,stimB,191,1
401,N,stimC,stimD_25,176,0
402,G,stimB,stimD_25,192,1
403,G,stimB,stimD_25,165,1
404,N,stimC,stimD_25,150,0
405,N,stimC,stimD_25,182,0
406,N,stimC,stimD_25,167,0
407,G,stimB,stimA_25,207,1
408,N,stimC,stimD_25,205,0
409,G,stimB,stimD_25,173,1
410,G,stimB,stimD_25,151,1
411,G,stimB,stimA_25,190,1
412,N,stimC,stimA_25,201,0
413,G,stimB,stimA_25,209,1
414,N,stimC,stimD_25,153,0
415,N,stimC,stimD_25,177,0
416,N,stimC,stimD_25,185,0
417,G,stimB,stimA_25,191,1
418,G,stimB,stimA_25,193,1
419,G,stimB,stimA_25,189,1
420,N,stimC,stimA_25,194,0
421,G,stimB,stimD_25,172,1
422,N,stimC,stimD_25,185,0
423,N,stimC,stimD_25,157,0
424,G,stimB,stimA_25,153,1
425,G,stimB,stimA_25,209,1
426,G,stimB,stimD_25,167,1
427,N,stimC,stimD_25,186,0
428,N,stimC,stimD_25,208,0
429,G,stimB,stimA_25,161,1
430,N,stimC,stimA_25,161,0
431,G,stimB,stimA_25,170,1
432,G,stimB,stimA_25,206,1
433,G,stimB,stimA_25,173,1
434,G,stimB,stimD_25,166,1
435,G,stimB,stimA_25,159,1
436,N,stimC,stimD_25,174,0
437,N,stimC,stimD_25,172,0
438,N,stimC,stimD_25,157,0
439,N,stimC,stimD_25,176,0
440,N,stimC,stimD_25,155,0
441,G,stimB,stimA_25,187,1
442,N,stimC,stimD_25,150,0
443,N,stimC,stimD_25,184,0
444,N,stimC,stimD_25,198,0
445,G,stimB,stimA_25,164,1
446,G,stimB,stimA_25,177,1
447,N,stimC,stimA_25,184,0
448,G,stimB,stimD_25,153,1
449,N,stimC,stimA_25,180,0
450,G,stimB,stimA_25,189,1
451,G,stimD_25,stimB,163,1
452,G,stimA_25,stimB,201,1
453,G,stimA_25,stimB,209,1
454,N,stimD_25,stimC,201,0
455,N,stimD_25,stimC,180,0
456,N,stimA_25,stimC,167,0
457,G,stimA_25,stimB,195,1
458,N,stimD_25,stimC,164,0
459,N,stimD_25,stimC,208,0
460,G,stimA_25,stimB,187,1
461,G,stimD_25,stimB,186,1
462,N,stimA_25,stimC,160,0
463,G,stimD_25,stimB,155,1
464,G,stimD_25,stimB,165,1
465,N,stimA_25,stimC,202,0
466,G,stimD_25,stimB,205,1
467,N,stimA_25,stimC,192,0
468,G,stimD_25,stimB,194,1
469,N,stimA_25,stimC,164,0
470,N,stimD_25,stimC,185,0
471,G,stimD_25,stimB,199,1
472,N,stimA_25,stimC,174,0
473,G,stimA_25,stimB,210,1
474,N,stimA_25,stimC,155,0
475,N,stimA_25,stimC,169,0
476,G,stimD_25,stimB,181,1
477,G,stimA_25,stimB,153,1
478,G,stimD_25,stimB,194,1
479,N,stimA_25,stimC,183,0
480,N,stimA_25,stimC,182,0
481,N,stimA_25,stimC,200,0
482,N,stimD_25,stimC,202,0
483,N,stimA_25,stimC,198,0
484,G,stimD_25,stimB,169,1
485,G,stimD_25,stimB,177,1
486,N,stimA_25,stimC,195,0
487,N,stimD_25,stimC,156,0
488,G,stimD_25,stimB,156,1
489,G,stimA_25,stimB,166,1
490,G,stimD_25,stimB,182,1
491,N,stimA_25,stimC,209,0
492,G,stimD_25,stimB,193,1
493,G,stimD_25,stimB,169,1
494,G,stimD_25,stimB,167,1
495,N,stimD_25,stimC,201,0
496,N,stimA_25,stimC,205,0
497,N,stimD_25,stimC,188,0
498,N,stimD_25,stimC,165,0
499,G,stimA_25,stimB,155,1
500,G,stimD_25,stimB,201,1
501,N,stimC,stimA_25,185,0
502,G,stimB,stimD_25,207,1
503,N,stimC,stimA_25,153,0
504,G,stimB,stimD_25,185,1
505,G,stimB,stimD_25,167,1
506,N,stimC,stimD_25,200,0
507,G,stimB,stimA_25,161,1
508,G,stimB,stimA_25,176,1
509,N,stimC,stimA_25,173,0
510,N,stimC,stimD_25,200,0
511,G,stimB,stimD_25,191,1
512,N,stimC,stimD_25,162,0
513,G,stimB,stimD_25,169,1
514,G,stimB,stimD_25,158,1
515,N,stimC,stimD_25,190,0
516,N,stimC,stimD_25,184,0
517,N,stimC,stimA_25,160,0
518,G,stimB,stimA_25,159,1
519,N,stimC,stimA_25,179,0
520,G,stimB,stimD_25,205,1
521,N,stimC,stimA_25,183,0
522,N,stimC,stimD_25,152,0
523,N,stimC,stimD_25,153,0
524,N,stimC,stimA_25,199,0
525,G,stimB,stimA_25,177,1
526,G,stimB,stimA_25,173,1
527,G,stimB,stimD_25,198,1
528,G,stimB,stimD_25,172,1
529,N,stimC,stimA_25,182,0
530,G,stimB,stimD_25,193,1
531,G,stimB,stimD_25,203,1
532,N,stimC,stimD_25,170,0
533,N,stimC,stimD_25,189,0
534,G,stimB,stimD_25,209,1
535,N,stimC,stimA_25,154,0
536,N,stimC,stimA_25,185,0
537,G,stimB,stimA_25,175,1
538,N,stimC,stimA_25,168,0
539,G,stimB,stimA_25,166,1
540,G,stimB,stimD_25,196,1
541,G,stimB,stimA_25,210,1
542,G,stimB,stimD_25,161,1
543,G,stimB,stimD_25,197,1
544,G,stimB,stimA_25,161,1
545,N,stimC,stimA_25,210,0
546,N,stimC,stimD_25,198,0
547,N,stimC,stimA_25,175,0
548,N,stimC,stimD_25,194,0
549,G,stimB,stimA_25,180,1
550,N,stimC,stimD_25,199,0
551,N,stimA_25,stimC,171,0
552,N,stimD_25,stimC,154,0
553,G,stimD_25,stimB,186,1
554,G,stimD_25,stimB,205,1
555,N,stimD_25,stimC,161,0
556,G,stimD_25,stimB,176,1
557,N,stimD_25,stimC,195,0
558,G,stimD_25,stimB,152,1
559,G,stimA_25,stimB,207,1
560,N,stimD_25,stimC,196,0
561,G,stimD_25,stimB,184,1
562,N,stimD_25,stimC,161,0
563,G,stimA_25,stimB,180,1
564,G,stimA_25,stimB,181,1
565,G,stimD_25,stimB,210,1
566,N,stimA_25,stimC,202,0
567,N,stimA_25,stimC,208,0
568,N,stimD_25,stimC,191,0
569,G,stimD_25,stimB,174,1
570,N,stimD_25,stimC,207,0
571,N,stimA_25,stimC,179,0
572,G,stimD_25,stimB,164,1
573,G,stimD_25,stimB,174,1
574,N,stimA_25,stimC,193,0
575,N,stimD_25,stimC,184,0
576,N,stimA_25,stimC,196,0
577,G,stimA_25,stimB,210,1
578,G,stimA_25,stimB,208,1
579,G,stimA_25,stimB,182,1
580,N,stimA_25,stimC,208,0
581,G,stimD_25,stimB,157,1
582,N,stimD_25,stimC,153,0
583,N,stimD_25,stimC,168,0
584,N,stimD_25,stimC,185,0
585,G,stimD_25,stimB,182,1
586,N,stimA_25,stimC,204,0
587,G,stimD_25,stimB,182,1
588,N,stimD_25,stimC,176,0
589,G,stimD_25,stimB,183,1
590,G,stimD_25,stimB,193,1
591,N,stimA_25,stimC,151,0
592,G,stimA_25,stimB,198,1
593,N,stimA_25,stimC,158,0
594,N,stimD_25,stimC,179,0
595,G,stimA_25,stimB,165,1
596,G,stimA_25,stimB,172,1
597,N,stimA_25,stimC,190,0
598,N,stimA_25,stimC,160,0
599,G,stimD_25,stimB,167,1
600,G,stimD_25,stimB,162,1
601,G,stimB,stimD_25,161,1
602,N,stimC,stimD_25,169,0
603,G,stimB,stimD_25,203,1
604,G,stimB,stimA_25,178,1
605,G,stimB,stimA_25,174,1
606,N,stimC,stimA_25,160,0
607,G,stimB,stimD_25,209,1
608,N,stimC,stimA_25,174,0
609,N,stimC,stimA_25,201,0
610,N,stimC,stimD_25,187,0
611,N,stimC,stimD_25,172,0
612,N,stimC,stimD_25,203,0
613,G,stimB,stimD_25,197,1
614,G,stimB,stimD_25,178,1
615,N,stimC,stimA_25,199,0
616,N,stimC,stimA_25,204,0
617,G,stimB,stimA_25,176,1
618,G,stimB,stimD_25,170,1
619,G,stimB,stimD_25,186,1
620,N,stimC,stimD_25,205,0
621,N,stimC,stimD_25,192,0
622,G,stimB,stimA_25,173,1
623,N,stimC,stimD_25,194,0
624,G,stimB,stimA_25,208,1
625,N,stimC,stimA_25,183,0
626,G,stimB,stimD_25,182,1
627,N,stimC,stimA_25,168,0
628,G,stimB,stimA_25,154,1
629,G,stimB,stimD_25,161,1
630,N,stimC,stimA_25,155,0
631,G,stimB,stimD_25,178,1
632,G,stimB,stimA_25,150,1
633,N,stimC,stimD_25,205,0
634,G,stimB,stimA_25,189,1
635,N,stimC,stimA_25,150,0
636,G,stimB,stimA_25,151,1
637,G,stimB,stimA_25,162,1
638,N,stimC,stimA_25,177,0
639,N,stimC,stimD_25,157,0
640,N,stimC,stimA_25,150,0
641,G,stimB,stimD_25,194,1
642,G,stimB,stimD_25,171,1
643,N,stimC,stimA_25,197,0
644,N,stimC,stimA_25,176,0
645,G,stimB,stimA_25,176,1
646,G,stimB,stimA_25,153,1
647,N,stimC,stimA_25,153,0
648,N,stimC,stimA_25,155,0
649,G,stimB,stimD_25,186,1
650,N,stimC,stimD_25,164,0
651,G,stimA_25,stimB,201,1
652,N,stimD_25,stimC,202,0
653,N,stimD_25,stimC,208,0
654,G,stimA_25,stimB,179,1
655,G,stimD_25,stimB,163,1
656,N,stimA_25,stimC,163,0
657,N,stimA_25,stimC,182,0
658,G,stimA_25,stimB,196,1
659,N,stimA_25,stimC,171,0
660,G,stimA_25,stimB,178,1
661,G,stimA_25,stimB,188,1
662,G,stimD_25,stimB,205,1
663,G,stimA_25,stimB,159,1
664,N,stimA_25,stimC,193,0
665,N,stimA_25,stimC,185,0
666,N,stimA_25,stimC,176,0
667,N,stimA_25,stimC,203,0
668,G,stimD_25,stimB,173,1
669,G,stimA_25,stimB,160,1
670,N,stimD_25,stimC,188,0
671,N,stimD_25,stimC,188,0
672,N,stimA_25,stimC,170,0
673,G,stimA_25,stimB,198,1
674,G,stimA_25,stimB,210,1
675,G,stimD_25,stimB,209,1
676,N,stimD_25,stimC,157,0
677,G,stimD_25,stimB,164,1
678,G,stimA_25,stimB,151,1
679,N,stimD_25,stimC,187,0
680,N,stimA_25,stimC,156,0
681,N,stimA_25,stimC,174,0
682,N,stimA_25,stimC,203,0
683,G,stimA_25,stimB,183,1
684,G,stimD_25,stimB,172,1
685,N,stimA_25,stimC,162,0
686,N,stimA_25,stimC,176,0
687,G,stimD_25,stimB,208,1
688,G,stimD_25,stimB,157,1
689,N,stimA_25,stimC,178,0
690,G,stimD_25,stimB,202,1
691,N,stimA_25,stimC,152,0
692,G,stimA_25,stimB,192,1
693,N,stimA_25,stimC,209,0
694,G,stimD_25,stimB,167,1
695,N,stimD_25,stimC,158,0
696,G,stimD_25,stimB,191,1
697,N,stimD_25,stimC,205,0
698,G,stimA_25,stimB,187,1
699,N,stimD_25,stimC,204,0
700,G,stimD_25,stimB,161,1
701,N,stimC,stimA_25,196,0
702,G,stimB,stimA_25,171,1
703,G,stimB,stimA_25,175,1
704,N,stimC,stimA_25,159,0
705,G,stimB,stimD_25,199,1
706,N,stimC,stimA_25,188,0
707,G,stimB,stimA_25,195,1
708,N,stimC,stimA_25,199,0
709,N,stimC,stimA_25,154,0
710,G,stimB,stimD_25,207,1
711,N,stimC,stimA_25,180,0
712,G,stimB,stimD_25,196,1
713,G,stimB,stimA_25,195,1
714,N,stimC,stimD_25,200,0
715,N,stimC,stimA_25,159,0
716,G,stimB,stimA_25,177,1
717,N,stimC,stimA_25,187,0
718,N,stimC,stimD_25,206,0
719,G,stimB,stimD_25,200,1
720,G,stimB,stimD_25,204,1
721,N,stimC,stimD_25,185,0
722,G,stimB,stimA_25,185,1
723,G,stimB,stimA_25,202,1
724,G,stimB,stimA_25,152,1
725,N,stimC,stimD_25,204,0
726,N,stimC,stimA_25,174,0
727,N,stimC,stimA_25,152,0
728,G,stimB,stimA_25,195,1
729,N,stimC,stimA_25,159,0
730,G,stimB,stimD_25,158,1
731,G,stimB,stimD_25,186,1
732,G,stimB,stimD_25,165,1
733,G,stimB,stimD_25,169,1
734,G,stimB,stimD_25,174,1
735,G,stimB,stimA_25,174,1
736,N,stimC,stimA_25,173,0
737,N,stimC,stimD_25,187,0
738,N,stimC,stimD_25,160,0
739,N,stimC,stimD_25,161,0
740,N,stimC,stimD_25,155,0
741,G,stimB,stimA_25,169,1
742,N,stimC,stimD_25,196,0
743,G,stimB,stimD_25,164,1
744,G,stimB,stimA_25,195,1
745,N,stimC,stimA_25,192,0
746,G,stimB,stimA_25,200,1
747,N,stimC,stimD_25,200,0
748,N,stimC,stimD_25,167,0
749,N,stimC,stimD_25,168,0
750,G,stimB,stimA_25,181,1
751,G,stimD_25,stimB,169,1
752,N,stimA_25,stimC,200,0
753,G,stimA_25,stimB,199,1
754,N,stimA_25,stimC,183,0
755,G,stimD_25,stimB,166,1
756,N,stimA_25,stimC,191,0
757,G,stimA_25,stimB,164,1
758,N,stimD_25,stimC,177,0
759,G,stimD_25,stimB,173,1
760,N,stimD_25,stimC,182,0
761,G,stimA_25,stimB,210,1
762,N,stimA_25,stimC,196,0
763,N,stimA_25,stimC,209,0
764,G,stimD_25,stimB,164,1
765,N,stimA_25,stimC,182,0
766,G,stimD_25,stimB,153,1
767,N,stimA_25,stimC,196,0
768,G,stimA_25,stimB,186,1
769,N,stimD_25,stimC,202,0
770,G,stimA_25,stimB,210,1
771,N,stimA_25,stimC,206,0
772,G,stimD_25,stimB,174,1
773,N,stimD_25,stimC,150,0
