Item1.Item1.Item1.Item1.Item1.Item1.Item1,Item1.Item1.Item1.Item1.Item1.Item1.Item2,Item1.Item1.Item1.Item1.Item1.Item2,Item1.Item1.Item1.Item1.Item2,Item1.Item1.Item1.Item2,Item1.Item1.Item2,Item1.Item2,Item2
162910.958016,1,0,0,0,1.977593,0,0
162910.959008,1,0,0,0,1.98137,0,0
162910.960032,1,0,0,0,1.978852,0,0
162910.961024,1,0,0,0,1.980111,0,0
162910.962016,1,0,0,0,1.977593,0,0
162910.963008,1,0,0,0,1.98137,0,0
162910.964032,1,0,0,0,1.978852,0,0
162910.965024,1,0,0,0,1.977593,0,0
162910.966016,1,0,0,0,1.978852,0,0
162910.966208,1,0,0,0,1.978852,0,0
162910.967008,1,0,0,0,1.978852,0,0
162910.968032,1,0,0,0,1.978852,0,0
162910.969024,1,0,0,0,1.978852,0,0
162910.970016,1,0,0,0,1.980111,0,0
162910.971008,1,0,0,0,1.977593,0,0
162910.972032,1,0,0,0,1.978852,0,0
162910.973024,1,0,0,0,1.977593,0,0
162910.974016,1,0,0,0,1.980111,0,0
162910.975008,1,0,0,0,1.976334,0,0
162910.976032,1,0,0,0,1.975075,0,0
162910.977024,1,0,0,0,1.978852,0,0
162910.978016,1,0,0,0,1.982628,0,0
162910.979008,1,0,0,0,1.978852,0,0
162910.980032,1,0,0,0,1.978852,0,0
162910.981024,1,0,0,0,1.978852,0,0
162910.982016,1,0,0,0,1.976334,0,0
162910.983008,1,0,0,0,1.98137,0,0
162910.984032,1,0,0,0,1.983887,0,0
162910.985024,1,0,0,0,1.977593,0,0
162910.986016,1,0,0,0,1.978852,0,0
162910.987008,1,0,0,0,1.978852,0,0
162910.988032,1,0,0,0,1.98137,0,0
162910.989024,1,0,0,0,1.980111,0,0
162910.990016,1,0,0,0,1.980111,0,0
162910.991008,1,0,0,0,1.980111,0,0
162910.992032,1,0,0,0,1.980111,0,0
162910.993024,1,0,0,0,1.978852,0,0
162910.994016,1,0,0,0,1.978852,0,0
162910.995008,1,0,0,0,1.977593,0,0
162910.996032,1,0,0,0,1.980111,0,0
162910.997024,1,0,0,0,1.98137,0,0
162910.998016,1,0,0,0,1.98137,0,0
162910.999008,1,0,0,0,1.98137,0,0
162910.999552,1,0,0,0,1.98137,0,0
162911.000032,1,0,0,0,1.980111,0,0
162911.001024,1,0,0,0,1.978852,0,0
162911.002016,1,0,0,0,1.977593,0,0
162911.003008,1,0,0,0,1.978852,0,0
162911.004032,1,0,0,0,1.980111,0,0
162911.005024,1,0,0,0,1.978852,0,0
162911.006016,1,0,0,0,1.980111,0,0
162911.007008,1,0,0,0,1.977593,0,0
162911.008032,1,0,0,0,1.98137,0,0
162911.009024,1,0,0,0,1.980111,0,0
162911.010016,1,0,0,0,1.976334,0,0
162911.011008,1,0,0,0,1.978852,0,0
162911.012032,1,0,0,0,1.976334,0,0
162911.013024,1,0,0,0,1.976334,0,0
162911.014016,1,0,0,0,1.980111,0,0
162911.015008,1,0,0,0,1.980111,0,0
162911.016032,1,0,0,0,1.977593,0,0
162911.017024,1,0,0,0,1.98137,0,0
162911.018016,1,0,0,0,1.978852,0,0
162911.019008,1,0,0,0,1.977593,0,0
162911.020032,1,0,0,0,1.977593,0,0
162911.021024,1,0,0,0,1.976334,0,0
162911.022016,1,0,0,0,1.980111,0,0
162911.023008,1,0,0,0,1.980111,0,0
162911.024032,1,0,0,0,1.98137,0,0
162911.025024,1,0,0,0,1.978852,0,0
162911.026016,1,0,0,0,1.977593,0,0
162911.027008,1,0,0,0,1.977593,0,0
162911.028032,1,0,0,0,1.980111,0,0
162911.029024,1,0,0,0,1.978852,0,0
162911.030016,1,0,0,0,1.977593,0,0
162911.031008,1,0,0,0,1.977593,0,0
162911.032032,1,0,0,0,1.976334,0,0
162911.032896,1,0,0,0,1.976334,0,0
162911.033024,1,0,0,0,1.978852,0,0
162911.034016,1,0,0,0,1.978852,0,0
162911.035008,1,0,0,0,1.978852,0,0
162911.036032,1,0,0,0,1.977593,0,0
162911.037024,1,0,0,0,1.980111,0,0
162911.038016,1,0,0,0,1.978852,0,0
162911.039008,1,0,0,0,1.978852,0,0
162911.040032,1,0,0,0,1.978852,0,0
162911.041024,1,0,0,0,1.976334,0,0
162911.042016,1,0,0,0,1.98137,0,0
162911.043008,1,0,0,0,1.980111,0,0
162911.044032,1,0,0,0,1.980111,0,0
162911.045024,1,0,0,0,1.978852,0,0
162911.046016,1,0,0,0,1.977593,0,0
162911.047008,1,0,0,0,1.98137,0,0
162911.048032,1,0,0,0,1.975075,0,0
162911.049024,1,0,0,0,1.980111,0,0
162911.050016,1,0,0,0,1.980111,0,0
162911.051008,1,0,0,0,1.977593,0,0
162911.052032,1,0,0,0,1.98137,0,0
162911.053024,1,0,0,0,1.978852,0,0
162911.054016,1,0,0,0,1.977593,0,0
162911.055008,1,0,0,0,1.977593,0,0
162911.056032,1,0,0,0,1.977593,0,0
162911.057024,1,0,0,0,1.98137,0,0
162911.058016,1,0,0,0,1.978852,0,0
162911.059008,1,0,0,0,1.978852,0,0
162911.060032,1,0,0,0,1.978852,0,0
162911.061024,1,0,0,0,1.977593,0,0
162911.062016,1,0,0,0,1.980111,0,0
162911.063008,1,0,0,0,1.980111,0,0
162911.064032,1,0,0,0,1.980111,0,0
162911.065024,1,0,0,0,1.978852,0,0
162911.066016,1,0,0,0,1.978852,0,0
162911.066208,1,0,0,0,1.978852,0,0
162911.067008,1,0,0,0,1.977593,0,0
162911.068032,1,0,0,0,1.976334,0,0
162911.069024,1,0,0,0,1.978852,0,0
162911.070016,1,0,0,0,1.98137,0,0
162911.071008,1,0,0,0,1.977593,0,0
162911.072032,1,0,0,0,1.976334,0,0
162911.073024,1,0,0,0,1.978852,0,0
162911.074016,1,0,0,0,1.978852,0,0
162911.075008,1,0,0,0,1.980111,0,0
162911.076032,1,0,0,0,1.977593,0,0
162911.077024,1,0,0,0,1.977593,0,0
162911.078016,1,0,0,0,1.980111,0,0
162911.079008,1,0,0,0,1.977593,0,0
162911.080032,1,0,0,0,1.978852,0,0
162911.081024,1,0,0,0,1.977593,0,0
162911.082016,1,0,0,0,1.980111,0,0
162911.083008,1,0,0,0,1.980111,0,0
162911.084032,1,0,0,0,1.978852,0,0
162911.085024,1,0,0,0,1.980111,0,0
162911.086016,1,0,0,0,1.977593,0,0
162911.087008,1,0,0,0,1.980111,0,0
162911.088032,1,0,0,0,1.980111,0,0
162911.089024,1,0,0,0,1.98137,0,0
162911.090016,1,0,0,0,1.980111,0,0
162911.091008,1,0,0,0,1.98137,0,0
162911.092032,1,0,0,0,1.980111,0,0
162911.093024,1,0,0,0,1.978852,0,0
162911.094016,1,0,0,0,1.980111,0,0
162911.095008,1,0,0,0,1.980111,0,0
162911.096032,1,0,0,0,1.977593,0,0
162911.097024,1,0,0,0,1.978852,0,0
162911.098016,1,0,0,0,1.978852,0,0
162911.099008,1,0,0,0,1.977593,0,0
162911.099552,1,0,0,0,1.977593,0,0
162911.100032,1,0,0,0,1.976334,0,0
162911.101024,1,0,0,0,1.976334,0,0
162911.102016,1,0,0,0,1.978852,0,0
162911.103008,1,0,0,0,1.978852,0,0
162911.104032,1,0,0,0,1.980111,0,0
162911.105024,1,0,0,0,1.976334,0,0
162911.106016,1,0,0,0,1.980111,0,0
162911.107008,1,0,0,0,1.976334,0,0
162911.108032,1,0,0,0,1.980111,0,0
162911.109024,1,0,0,0,1.976334,0,0
162911.110016,1,0,0,0,1.982628,0,0
162911.111008,1,0,0,0,1.977593,0,0
162911.112032,1,0,0,0,1.978852,0,0
162911.113024,1,0,0,0,1.977593,0,0
162911.114016,1,0,0,0,1.98137,0,0
162911.115008,1,0,0,0,1.978852,0,0
162911.116032,1,0,0,0,1.976334,0,0
162911.117024,1,0,0,0,1.977593,0,0
162911.118016,1,0,0,0,1.978852,0,0
162911.119008,1,0,0,0,1.98137,0,0
162911.120032,1,0,0,0,1.980111,0,0
162911.121024,1,0,0,0,1.977593,0,0
162911.122016,1,0,0,0,1.980111,0,0
162911.123008,1,0,0,0,1.978852,0,0
162911.124032,1,0,0,0,1.977593,0,0
162911.125024,1,0,0,0,1.978852,0,0
162911.126016,1,0,0,0,1.977593,0,0
162911.127008,1,0,0,0,1.978852,0,0
162911.128032,1,0,0,0,1.978852,0,0
162911.129024,1,0,0,0,1.980111,0,0
162911.130016,1,0,0,0,1.980111,0,0
162911.131008,1,0,0,0,1.980111,0,0
162911.132032,1,0,0,0,1.978852,0,0
162911.132896,1,0,0,0,1.978852,0,0
162911.133024,1,0,0,0,1.978852,0,0
162911.134016,1,0,0,0,1.980111,0,0
162911.135008,1,0,0,0,1.978852,0,0
162911.136032,1,0,0,0,1.98137,0,0
162911.137024,1,0,0,0,1.978852,0,0
162911.138016,1,0,0,0,1.976334,0,0
162911.139008,1,0,0,0,1.977593,0,0
162911.140032,1,0,0,0,1.977593,0,0
162911.141024,1,0,0,0,1.977593,0,0
162911.142016,1,0,0,0,1.980111,0,0
162911.143008,1,0,0,0,1.978852,0,0
162911.144032,1,0,0,0,1.978852,0,0
162911.145024,1,0,0,0,1.980111,0,0
162911.146016,1,0,0,0,1.982628,0,0
162911.147008,1,0,0,0,1.977593,0,0
162911.148032,1,0,0,0,1.977593,0,0
162911.149024,1,0,0,0,1.976334,0,0
162911.150016,1,0,0,0,1.978852,0,0
162911.151008,1,0,0,0,1.977593,0,0
162911.152032,1,0,0,0,1.978852,0,0
162911.153024,1,0,0,0,1.978852,0,0
162911.154016,1,0,0,0,1.980111,0,0
162911.155008,1,0,0,0,1.980111,0,0
162911.156032,1,0,0,0,1.978852,0,0
162911.157024,1,0,0,0,1.978852,0,0
162911.158016,1,0,0,0,1.980111,0,0
162911.159008,1,0,0,0,1.98137,0,0
162911.160032,1,0,0,0,1.978852,0,0
162911.161024,1,0,0,0,1.98137,0,0
162911.162016,1,0,0,0,1.978852,0,0
162911.163008,1,0,0,0,1.98137,0,0
162911.164032,1,0,0,0,1.98137,0,0
162911.165024,1,0,0,0,1.977593,0,0
162911.166016,1,0,0,0,1.980111,0,0
162911.166208,1,0,0,0,1.980111,0,0
162911.167008,1,0,0,0,1.976334,0,0
162911.168032,1,0,0,0,1.977593,0,0
162911.169024,1,0,0,0,1.975075,0,0
162911.170016,1,0,0,0,1.977593,0,0
162911.171008,1,0,0,0,1.980111,0,0
162911.172032,1,0,0,0,1.980111,0,0
162911.173024,1,0,0,0,1.977593,0,0
162911.174016,1,0,0,0,1.976334,0,0
162911.175008,1,0,0,0,1.978852,0,0
162911.176032,1,0,0,0,1.978852,0,0
162911.177024,1,0,0,0,1.980111,0,0
162911.178016,1,0,0,0,1.978852,0,0
162911.179008,1,0,0,0,1.978852,0,0
162911.180032,1,0,0,0,1.976334,0,0
162911.181024,1,0,0,0,1.975075,0,0
162911.182016,1,0,0,0,1.978852,0,0
162911.183008,1,0,0,0,1.977593,0,0
162911.184032,1,0,0,0,1.978852,0,0
162911.185024,1,0,0,0,1.978852,0,0
162911.186016,1,0,0,0,1.980111,0,0
162911.187008,1,0,0,0,1.978852,0,0
162911.188032,1,0,0,0,1.978852,0,0
162911.189024,1,0,0,0,1.977593,0,0
162911.190016,1,0,0,0,1.978852,0,0
162911.191008,1,0,0,0,1.980111,0,0
162911.192032,1,0,0,0,1.978852,0,0
162911.193024,1,0,0,0,1.978852,0,0
162911.194016,1,0,0,0,1.980111,0,0
162911.195008,1,0,0,0,1.980111,0,0
162911.196032,1,0,0,0,1.977593,0,0
162911.197024,1,0,0,0,1.980111,0,0
162911.198016,1,0,0,0,1.977593,0,0
162911.199008,1,0,0,0,1.978852,0,0
162911.199552,1,0,0,0,1.978852,0,0
162911.200032,1,0,0,0,1.978852,0,0
162911.201024,1,0,0,0,1.977593,0,0
162911.202016,1,0,0,0,1.978852,0,0
162911.203008,1,0,0,0,1.980111,0,0
162911.204032,1,0,0,0,1.980111,0,0
162911.205024,1,0,0,0,1.977593,0,0
162911.206016,1,0,0,0,1.976334,0,0
162911.207008,1,0,0,0,1.978852,0,0
162911.208032,1,0,0,0,1.978852,0,0
162911.209024,1,0,0,0,1.978852,0,0
162911.210016,1,0,0,0,1.98137,0,0
162911.211008,1,0,0,0,1.978852,0,0
162911.212032,1,0,0,0,1.980111,0,0
162911.213024,1,0,0,0,1.976334,0,0
162911.214016,1,0,0,0,1.976334,0,0
162911.215008,1,0,0,0,1.977593,0,0
162911.216032,1,0,0,0,1.976334,0,0
162911.217024,1,0,0,0,1.977593,0,0
162911.218016,1,0,0,0,1.980111,0,0
162911.219008,1,0,0,0,1.977593,0,0
162911.220032,1,0,0,0,1.98137,0,0
162911.221024,1,0,0,0,1.980111,0,0
162911.222016,1,0,0,0,1.980111,0,0
162911.223008,1,0,0,0,1.977593,0,0
162911.224032,1,0,0,0,1.978852,0,0
162911.225024,1,0,0,0,1.982628,0,0
162911.226016,1,0,0,0,1.978852,0,0
162911.227008,1,0,0,0,1.980111,0,0
162911.228032,1,0,0,0,1.980111,0,0
162911.229024,1,0,0,0,1.975075,0,0
162911.230016,1,0,0,0,1.977593,0,0
162911.231008,1,0,0,0,1.978852,0,0
162911.232032,1,0,0,0,1.977593,0,0
162911.232864,1,0,0,0,1.977593,0,0
162911.233024,1,0,0,0,1.978852,0,0
162911.234016,1,0,0,0,1.978852,0,0
162911.235008,1,0,0,0,1.978852,0,0
162911.236032,1,0,0,0,1.976334,0,0
162911.237024,1,0,0,0,1.978852,0,0
162911.238016,1,0,0,0,1.978852,0,0
162911.239008,1,0,0,0,1.980111,0,0
162911.240032,1,0,0,0,1.977593,0,0
162911.241024,1,0,0,0,1.976334,0,0
162911.242016,1,0,0,0,1.978852,0,0
162911.243008,1,0,0,0,1.978852,0,0
162911.244032,1,0,0,0,1.978852,0,0
162911.245024,1,0,0,0,1.977593,0,0
162911.246016,1,0,0,0,1.980111,0,0
162911.247008,1,0,0,0,1.980111,0,0
162911.248032,1,0,0,0,1.980111,0,0
162911.249024,1,0,0,0,1.978852,0,0
162911.250016,1,0,0,0,1.978852,0,0
162911.251008,1,0,0,0,1.980111,0,0
162911.252032,1,0,0,0,1.978852,0,0
162911.253024,1,0,0,0,1.977593,0,0
162911.254016,1,0,0,0,1.977593,0,0
162911.255008,1,0,0,0,1.977593,0,0
162911.256032,1,0,0,0,1.98137,0,0
162911.257024,1,0,0,0,1.980111,0,0
162911.258016,1,0,0,0,1.978852,0,0
162911.259008,1,0,0,0,1.98137,0,0
162911.260032,1,0,0,0,1.977593,0,0
162911.261024,1,0,0,0,1.980111,0,0
162911.262016,1,0,0,0,1.977593,0,0
162911.263008,1,0,0,0,1.977593,0,0
162911.264032,1,0,0,0,1.98137,0,0
162911.265024,1,0,0,0,1.977593,0,0
162911.266016,1,0,0,0,1.977593,0,0
162911.266208,1,0,0,0,1.977593,0,0
162911.267008,1,0,0,0,1.978852,0,0
162911.268032,1,0,0,0,1.977593,0,0
162911.269024,1,0,0,0,1.980111,0,0
162911.270016,1,0,0,0,1.977593,0,0
162911.271008,1,0,0,0,1.980111,0,0
162911.272032,1,0,0,0,1.980111,0,0
162911.273024,1,0,0,0,1.978852,0,0
162911.274016,1,0,0,0,1.978852,0,0
162911.275008,1,0,0,0,1.976334,0,0
162911.276032,1,0,0,0,1.978852,0,0
162911.277024,1,0,0,0,1.978852,0,0
162911.278016,1,0,0,0,1.978852,0,0
162911.279008,1,0,0,0,1.980111,0,0
162911.280032,1,0,0,0,1.980111,0,0
162911.281024,1,0,0,0,1.977593,0,0
162911.282016,1,0,0,0,1.980111,0,0
162911.283008,1,0,0,0,1.978852,0,0
162911.284032,1,0,0,0,1.978852,0,0
162911.285024,1,0,0,0,1.980111,0,0
162911.286016,1,0,0,0,1.982628,0,0
162911.287008,1,0,0,0,1.978852,0,0
162911.288032,1,0,0,0,1.976334,0,0
162911.289024,1,0,0,0,1.982628,0,0
162911.290016,1,0,0,0,1.980111,0,0
162911.291008,1,0,0,0,1.980111,0,0
162911.292032,1,0,0,0,1.978852,0,0
162911.293024,1,0,0,0,1.98137,0,0
162911.294016,1,0,0,0,1.980111,0,0
162911.295008,1,0,0,0,1.982628,0,0
162911.296032,1,0,0,0,1.977593,0,0
162911.297024,1,0,0,0,1.977593,0,0
162911.298016,1,0,0,0,1.98137,0,0
162911.299008,1,0,0,0,1.980111,0,0
162911.299552,1,0,0,0,1.980111,0,0
162911.300032,1,0,0,0,1.978852,0,0
162911.301024,1,0,0,0,1.980111,0,0
162911.302016,1,0,0,0,1.980111,0,0
162911.303008,1,0,0,0,1.977593,0,0
162911.304032,1,0,0,0,1.977593,0,0
162911.305024,1,0,0,0,1.980111,0,0
162911.306016,1,0,0,0,1.978852,0,0
162911.307008,1,0,0,0,1.976334,0,0
162911.308032,1,0,0,0,1.978852,0,0
162911.309024,1,0,0,0,1.977593,0,0
162911.310016,1,0,0,0,1.976334,0,0
162911.311008,1,0,0,0,1.978852,0,0
162911.312032,1,0,0,0,1.980111,0,0
162911.313024,1,0,0,0,1.980111,0,0
162911.314016,1,0,0,0,1.976334,0,0
162911.315008,1,0,0,0,1.976334,0,0
162911.316032,1,0,0,0,1.977593,0,0
162911.317024,1,0,0,0,1.980111,0,0
162911.318016,1,0,0,0,1.980111,0,0
162911.319008,1,0,0,0,1.98137,0,0
162911.320032,1,0,0,0,1.98137,0,0
162911.321024,1,0,0,0,1.98137,0,0
162911.322016,1,0,0,0,1.977593,0,0
162911.323008,1,0,0,0,1.980111,0,0
162911.324032,1,0,0,0,1.980111,0,0
162911.325024,1,0,0,0,1.982628,0,0
162911.326016,1,0,0,0,1.978852,0,0
162911.327008,1,0,0,0,1.980111,0,0
162911.328032,1,0,0,0,1.978852,0,0
162911.329024,1,0,0,0,1.978852,0,0
162911.330016,1,0,0,0,1.977593,0,0
162911.331008,1,0,0,0,1.98137,0,0
162911.332032,1,0,0,0,1.976334,0,0
162911.332864,1,0,0,0,1.976334,0,0
162911.333024,1,0,0,0,1.98137,0,0
162911.334016,1,0,0,0,1.978852,0,0
162911.335008,1,0,0,0,1.978852,0,0
162911.336032,1,0,0,0,1.977593,0,0
162911.337024,1,0,0,0,1.977593,0,0
162911.338016,1,0,0,0,1.976334,0,0
162911.339008,1,0,0,0,1.98137,0,0
162911.340032,1,0,0,0,1.977593,0,0
162911.341024,1,0,0,0,1.977593,0,0
162911.342016,1,0,0,0,1.978852,0,0
162911.343008,1,0,0,0,1.977593,0,0
162911.344032,1,0,0,0,1.980111,0,0
162911.345024,1,0,0,0,1.978852,0,0
162911.346016,1,0,0,0,1.978852,0,0
162911.347008,1,0,0,0,1.978852,0,0
162911.348032,1,0,0,0,1.978852,0,0
162911.349024,1,0,0,0,1.980111,0,0
162911.350016,1,0,0,0,1.980111,0,0
162911.351008,1,0,0,0,1.980111,0,0
162911.352032,1,0,0,0,1.977593,0,0
162911.353024,1,0,0,0,1.98137,0,0
162911.354016,1,0,0,0,1.977593,0,0
162911.355008,1,0,0,0,1.980111,0,0
162911.356032,1,0,0,0,1.978852,0,0
162911.357024,1,0,0,0,1.980111,0,0
162911.358016,1,0,0,0,1.978852,0,0
162911.359008,1,0,0,0,1.980111,0,0
162911.360032,1,0,0,0,1.978852,0,0
162911.361024,1,0,0,0,1.978852,0,0
162911.362016,1,0,0,0,1.980111,0,0
162911.363008,1,0,0,0,1.977593,0,0
162911.364032,1,0,0,0,1.976334,0,0
162911.365024,1,0,0,0,1.976334,0,0
162911.366016,1,0,0,0,1.978852,0,0
162911.366208,1,0,0,0,1.978852,0,0
162911.367008,1,0,0,0,1.977593,0,0
162911.368032,1,0,0,0,1.978852,0,0
162911.369024,1,0,0,0,1.977593,0,0
162911.370016,1,0,0,0,1.978852,0,0
162911.371008,1,0,0,0,1.977593,0,0
162911.372032,1,0,0,0,1.980111,0,0
162911.373024,1,0,0,0,1.978852,0,0
162911.374016,1,0,0,0,1.980111,0,0
162911.375008,1,0,0,0,1.98137,0,0
162911.376032,1,0,0,0,1.977593,0,0
162911.377024,1,0,0,0,1.978852,0,0
162911.378016,1,0,0,0,1.978852,0,0
162911.379008,1,0,0,0,1.980111,0,0
162911.380032,1,0,0,0,1.980111,0,0
162911.381024,1,0,0,0,1.977593,0,0
162911.382016,1,0,0,0,1.976334,0,0
162911.383008,1,0,0,0,1.977593,0,0
162911.384032,1,0,0,0,1.976334,0,0
162911.385024,1,0,0,0,1.980111,0,0
162911.386016,1,0,0,0,1.978852,0,0
162911.387008,1,0,0,0,1.977593,0,0
162911.388032,1,0,0,0,1.976334,0,0
162911.389024,1,0,0,0,1.98137,0,0
162911.390016,1,0,0,0,1.977593,0,0
162911.391008,1,0,0,0,1.977593,0,0
162911.392032,1,0,0,0,1.978852,0,0
162911.393024,1,0,0,0,1.978852,0,0
162911.394016,1,0,0,0,1.976334,0,0
162911.395008,1,0,0,0,1.978852,0,0
162911.396032,1,0,0,0,1.978852,0,0
162911.397024,1,0,0,0,1.978852,0,0
162911.398016,1,0,0,0,1.980111,0,0
162911.399008,1,0,0,0,1.982628,0,0
162911.399552,1,0,0,0,1.982628,0,0
162911.400032,1,0,0,0,1.978852,0,0
162911.401024,1,0,0,0,1.973817,0,0
162911.402016,1,0,0,0,1.975075,0,0
162911.403008,1,0,0,0,1.978852,0,0
162911.404032,1,0,0,0,1.978852,0,0
162911.405024,1,0,0,0,1.977593,0,0
162911.406016,1,0,0,0,1.980111,0,0
162911.407008,1,0,0,0,1.977593,0,0
162911.408032,1,0,0,0,1.978852,0,0
162911.409024,1,0,0,0,1.978852,0,0
162911.410016,1,0,0,0,1.980111,0,0
162911.411008,1,0,0,0,1.977593,0,0
162911.412032,1,0,0,0,1.976334,0,0
162911.413024,1,0,0,0,1.978852,0,0
162911.414016,1,0,0,0,1.978852,0,0
162911.415008,1,0,0,0,1.978852,0,0
162911.416032,1,0,0,0,1.977593,0,0
162911.417024,1,0,0,0,1.978852,0,0
162911.418016,1,0,0,0,1.98137,0,0
162911.419008,1,0,0,0,1.978852,0,0
162911.420032,1,0,0,0,1.978852,0,0
162911.421024,1,0,0,0,1.978852,0,0
162911.422016,1,0,0,0,1.978852,0,0
162911.423008,1,0,0,0,1.978852,0,0
162911.424032,1,0,0,0,1.977593,0,0
162911.425024,1,0,0,0,1.977593,0,0
