Item1.Item1.Item1.Item1,Item1.Item1.Item1.Item2,Item1.Item1.Item2,Item1.Item2,Item2
4253874.882016,1,0,4.57578,0
4253874.883008,1,0,4.579557,0
4253874.884032,1,0,4.578298,0
4253874.885024,1,0,4.582075,0
4253874.886016,1,0,4.574522,0
4253874.887008,1,0,4.577039,0
4253874.888032,1,0,4.577039,0
4253874.889024,1,0,4.577039,0
4253874.890016,1,0,4.582075,0
4253874.891008,1,0,4.578298,0
4253874.892032,1,0,4.578298,0
4253874.893024,1,0,4.574522,0
4253874.894016,1,0,4.577039,0
4253874.895008,1,0,4.572004,0
4253874.896032,1,0,4.578298,0
4253874.897024,1,0,4.579557,0
4253874.898016,1,0,4.583333,0
4253874.898528,1,0,4.583333,0
4253874.899008,1,0,4.577039,0
4253874.900032,1,0,4.578298,0
4253874.901024,1,0,4.573263,0
4253874.902016,1,0,4.57578,0
4253874.903008,1,0,4.578298,0
4253874.904032,1,0,4.573263,0
4253874.905024,1,0,4.574522,0
4253874.906016,1,0,4.57578,0
4253874.907008,1,0,4.574522,0
4253874.908032,1,0,4.573263,0
4253874.909024,1,0,4.577039,0
4253874.910016,1,0,4.574522,0
4253874.911008,1,0,4.578298,0
4253874.912032,1,0,4.572004,0
4253874.913024,1,0,4.574522,0
4253874.914016,1,0,4.572004,0
4253874.915008,1,0,4.570745,0
4253874.916032,1,0,4.578298,0
4253874.917024,1,0,4.57578,0
4253874.918016,1,0,4.580816,0
4253874.919008,1,0,4.578298,0
4253874.920032,1,0,4.577039,0
4253874.921024,1,0,4.577039,0
4253874.922016,1,0,4.579557,0
4253874.923008,1,0,4.577039,0
4253874.924032,1,0,4.574522,0
4253874.925024,1,0,4.583333,0
4253874.926016,1,0,4.57578,0
4253874.927008,1,0,4.57578,0
4253874.928032,1,0,4.577039,0
4253874.929024,1,0,4.57578,0
4253874.930016,1,0,4.57578,0
4253874.931008,1,0,4.582075,0
4253874.931872,1,0,4.582075,0
4253874.932032,1,0,4.579557,0
4253874.933024,1,0,4.579557,0
4253874.934016,1,0,4.577039,0
4253874.935008,1,0,4.573263,0
4253874.936032,1,0,4.578298,0
4253874.937024,1,0,4.573263,0
4253874.938016,1,0,4.573263,0
4253874.939008,1,0,4.574522,0
4253874.940032,1,0,4.572004,0
4253874.941024,1,0,4.574522,0
4253874.942016,1,0,4.577039,0
4253874.943008,1,0,4.577039,0
4253874.944032,1,0,4.574522,0
4253874.945024,1,0,4.573263,0
4253874.946016,1,0,4.57578,0
4253874.947008,1,0,4.578298,0
4253874.948032,1,0,4.577039,0
4253874.949024,1,0,4.573263,0
4253874.950016,1,0,4.57578,0
4253874.951008,1,0,4.578298,0
4253874.952032,1,0,4.577039,0
4253874.953024,1,0,4.57578,0
4253874.954016,1,0,4.578298,0
4253874.955008,1,0,4.579557,0
4253874.956032,1,0,4.577039,0
4253874.957024,1,0,4.579557,0
4253874.958016,1,0,4.579557,0
4253874.959008,1,0,4.578298,0
4253874.960032,1,0,4.579557,0
4253874.961024,1,0,4.580816,0
4253874.962016,1,0,4.577039,0
4253874.963008,1,0,4.580816,0
4253874.964032,1,0,4.579557,0
4253874.965024,1,0,4.582075,0
4253874.965216,1,0,4.582075,0
4253874.966016,1,0,4.57578,0
4253874.967008,1,0,4.574522,0
4253874.968032,1,0,4.573263,0
4253874.969024,1,0,4.580816,0
4253874.970016,1,0,4.574522,0
4253874.971008,1,0,4.573263,0
4253874.972032,1,0,4.574522,0
4253874.973024,1,0,4.574522,0
4253874.974016,1,0,4.574522,0
4253874.975008,1,0,4.577039,0
4253874.976032,1,0,4.574522,0
4253874.977024,1,0,4.573263,0
4253874.978016,1,0,4.577039,0
4253874.979008,1,0,4.57578,0
4253874.980032,1,0,4.579557,0
4253874.981024,1,0,4.579557,0
4253874.982016,1,0,4.57578,0
4253874.983008,1,0,4.577039,0
4253874.984032,1,0,4.577039,0
4253874.985024,1,0,4.580816,0
4253874.986016,1,0,4.582075,0
4253874.987008,1,0,4.579557,0
4253874.988032,1,0,4.580816,0
4253874.989024,1,0,4.577039,0
4253874.990016,1,0,4.577039,0
4253874.991008,1,0,4.57578,0
4253874.992032,1,0,4.578298,0
4253874.993024,1,0,4.579557,0
4253874.994016,1,0,4.578298,0
4253874.995008,1,0,4.578298,0
4253874.996032,1,0,4.578298,0
4253874.997024,1,0,4.57578,0
4253874.998016,1,0,4.578298,0
4253874.998528,1,0,4.578298,0
4253874.999008,1,0,4.577039,0
4253875.000032,1,0,4.573263,0
4253875.001024,1,0,4.573263,0
4253875.002016,1,0,4.568228,0
4253875.003008,1,0,4.572004,0
4253875.004032,1,0,4.569487,0
4253875.005024,1,0,4.572004,0
4253875.006016,1,0,4.569487,0
4253875.007008,1,0,4.569487,0
4253875.008032,1,0,4.573263,0
4253875.009024,1,0,4.572004,0
4253875.010016,1,0,4.570745,0
4253875.011008,1,0,4.573263,0
4253875.012032,1,0,4.569487,0
4253875.013024,1,0,4.570745,0
4253875.014016,1,0,4.570745,0
4253875.015008,1,0,4.572004,0
4253875.016032,1,0,4.573263,0
4253875.017024,1,0,4.572004,0
4253875.018016,1,0,4.577039,0
4253875.019008,1,0,4.574522,0
4253875.020032,1,0,4.572004,0
4253875.021024,1,0,4.569487,0
4253875.022016,1,0,4.573263,0
4253875.023008,1,0,4.572004,0
4253875.024032,1,0,4.573263,0
4253875.025024,1,0,4.577039,0
4253875.026016,1,0,4.574522,0
4253875.027008,1,0,4.573263,0
4253875.028032,1,0,4.572004,0
4253875.029024,1,0,4.574522,0
4253875.030016,1,0,4.572004,0
4253875.031008,1,0,4.573263,0
4253875.031872,1,0,4.573263,0
4253875.032032,1,0,4.579557,0
4253875.033024,1,0,4.570745,0
4253875.034016,1,0,4.569487,0
4253875.035008,1,0,4.570745,0
4253875.036032,1,0,4.573263,0
4253875.037024,1,0,4.569487,0
4253875.038016,1,0,4.570745,0
4253875.039008,1,0,4.570745,0
4253875.040032,1,0,4.573263,0
4253875.041024,1,0,4.574522,0
4253875.042016,1,0,4.569487,0
4253875.043008,1,0,4.574522,0
4253875.044032,1,0,4.569487,0
4253875.045024,1,0,4.573263,0
4253875.046016,1,0,4.572004,0
4253875.047008,1,0,4.572004,0
4253875.048032,1,0,4.569487,0
4253875.049024,1,0,4.574522,0
4253875.050016,1,0,4.57578,0
4253875.051008,1,0,4.573263,0
4253875.052032,1,0,4.574522,0
4253875.053024,1,0,4.573263,0
4253875.054016,1,0,4.57578,0
4253875.055008,1,0,4.574522,0
4253875.056032,1,0,4.570745,0
4253875.057024,1,0,4.572004,0
4253875.058016,1,0,4.573263,0
4253875.059008,1,0,4.570745,0
4253875.060032,1,0,4.572004,0
4253875.061024,1,0,4.573263,0
4253875.062016,1,0,4.573263,0
4253875.063008,1,0,4.578298,0
4253875.064032,1,0,4.574522,0
4253875.065024,1,0,4.57578,0
4253875.065184,1,0,4.57578,0
4253875.066016,1,0,4.570745,0
4253875.067008,1,0,4.572004,0
4253875.068032,1,0,4.569487,0
4253875.069024,1,0,4.570745,0
4253875.070016,1,0,4.570745,0
4253875.071008,1,0,4.572004,0
4253875.072032,1,0,4.574522,0
4253875.073024,1,0,4.569487,0
4253875.074016,1,0,4.572004,0
4253875.075008,1,0,4.572004,0
4253875.076032,1,0,4.569487,0
4253875.077024,1,0,4.570745,0
4253875.078016,1,0,4.572004,0
4253875.079008,1,0,4.566969,0
4253875.080032,1,0,4.570745,0
4253875.081024,1,0,4.577039,0
4253875.082016,1,0,4.577039,0
4253875.083008,1,0,4.57578,0
4253875.084032,1,0,4.577039,0
4253875.085024,1,0,4.573263,0
4253875.086016,1,0,4.570745,0
4253875.087008,1,0,4.574522,0
4253875.088032,1,0,4.572004,0
4253875.089024,1,0,4.572004,0
4253875.090016,1,0,4.574522,0
4253875.091008,1,0,4.573263,0
4253875.092032,1,0,4.573263,0
4253875.093024,1,0,4.57578,0
4253875.094016,1,0,4.573263,0
4253875.095008,1,0,4.574522,0
4253875.096032,1,0,4.577039,0
4253875.097024,1,0,4.572004,0
4253875.098016,1,0,4.572004,0
4253875.098528,1,0,4.572004,0
4253875.099008,1,0,4.572004,0
4253875.100032,1,0,4.577039,0
4253875.101024,1,0,4.574522,0
4253875.102016,1,0,4.574522,0
4253875.103008,1,0,4.572004,0
4253875.104032,1,0,4.572004,0
4253875.105024,1,0,4.570745,0
4253875.106016,1,0,4.570745,0
4253875.107008,1,0,4.573263,0
4253875.108032,1,0,4.573263,0
4253875.109024,1,0,4.573263,0
4253875.110016,1,0,4.57578,0
4253875.111008,1,0,4.572004,0
4253875.112032,1,0,4.574522,0
4253875.113024,1,0,4.573263,0
4253875.114016,1,0,4.569487,0
4253875.115008,1,0,4.569487,0
4253875.116032,1,0,4.570745,0
4253875.117024,1,0,4.572004,0
4253875.118016,1,0,4.572004,0
4253875.119008,1,0,4.569487,0
4253875.120032,1,0,4.569487,0
4253875.121024,1,0,4.572004,0
4253875.122016,1,0,4.572004,0
4253875.123008,1,0,4.573263,0
4253875.124032,1,0,4.572004,0
4253875.125024,1,0,4.57578,0
4253875.126016,1,0,4.572004,0
4253875.127008,1,0,4.572004,0
4253875.128032,1,0,4.57578,0
4253875.129024,1,0,4.577039,0
4253875.130016,1,0,4.574522,0
4253875.131008,1,0,4.572004,0
4253875.131872,1,0,4.572004,0
4253875.132032,1,0,4.573263,0
4253875.133024,1,0,4.578298,0
4253875.134016,1,0,4.578298,0
4253875.135008,1,0,4.570745,0
4253875.136032,1,0,4.573263,0
4253875.137024,1,0,4.572004,0
4253875.138016,1,0,4.573263,0
4253875.139008,1,0,4.568228,0
4253875.140032,1,0,4.572004,0
4253875.141024,1,0,4.569487,0
4253875.142016,1,0,4.570745,0
4253875.143008,1,0,4.569487,0
4253875.144032,1,0,4.570745,0
4253875.145024,1,0,4.570745,0
4253875.146016,1,0,4.573263,0
4253875.147008,1,0,4.572004,0
4253875.148032,1,0,4.569487,0
4253875.149024,1,0,4.574522,0
4253875.150016,1,0,4.573263,0
4253875.151008,1,0,4.572004,0
4253875.152032,1,0,4.577039,0
4253875.153024,1,0,4.572004,0
4253875.154016,1,0,4.572004,0
4253875.155008,1,0,4.572004,0
4253875.156032,1,0,4.577039,0
4253875.157024,1,0,4.569487,0
4253875.158016,1,0,4.573263,0
4253875.159008,1,0,4.572004,0
4253875.160032,1,0,4.570745,0
4253875.161024,1,0,4.573263,0
4253875.162016,1,0,4.577039,0
4253875.163008,1,0,4.57578,0
4253875.164032,1,0,4.574522,0
4253875.165024,1,0,4.572004,0
4253875.165184,1,0,4.572004,0
4253875.166016,1,0,4.573263,0
4253875.167008,1,0,4.572004,0
4253875.168032,1,0,4.569487,0
4253875.169024,1,0,4.568228,0
4253875.170016,1,0,4.572004,0
4253875.171008,1,0,4.568228,0
4253875.172032,1,0,4.570745,0
4253875.173024,1,0,4.573263,0
4253875.174016,1,0,4.572004,0
4253875.175008,1,0,4.570745,0
4253875.176032,1,0,4.572004,0
4253875.177024,1,0,4.568228,0
4253875.178016,1,0,4.570745,0
4253875.179008,1,0,4.570745,0
4253875.180032,1,0,4.572004,0
4253875.181024,1,0,4.572004,0
4253875.182016,1,0,4.574522,0
4253875.183008,1,0,4.572004,0
4253875.184032,1,0,4.570745,0
4253875.185024,1,0,4.573263,0
4253875.186016,1,0,4.572004,0
4253875.187008,1,0,4.574522,0
4253875.188032,1,0,4.574522,0
4253875.189024,1,0,4.57578,0
4253875.190016,1,0,4.572004,0
4253875.191008,1,0,4.574522,0
4253875.192032,1,0,4.574522,0
4253875.193024,1,0,4.572004,0
4253875.194016,1,0,4.572004,0
4253875.195008,1,0,4.572004,0
4253875.196032,1,0,4.572004,0
4253875.197024,1,0,4.57578,0
4253875.198016,1,0,4.572004,0
4253875.198528,1,0,4.572004,0
4253875.199008,1,0,4.573263,0
4253875.200032,1,0,4.572004,0
4253875.201024,1,0,4.569487,0
4253875.202016,1,0,4.577039,0
4253875.203008,1,0,4.566969,0
4253875.204032,1,0,4.570745,0
4253875.205024,1,0,4.573263,0
4253875.206016,1,0,4.573263,0
4253875.207008,1,0,4.572004,0
4253875.208032,1,0,4.569487,0
4253875.209024,1,0,4.570745,0
4253875.210016,1,0,4.570745,0
4253875.211008,1,0,4.569487,0
4253875.212032,1,0,4.570745,0
4253875.213024,1,0,4.570745,0
4253875.214016,1,0,4.572004,0
4253875.215008,1,0,4.57578,0
4253875.216032,1,0,4.573263,0
4253875.217024,1,0,4.572004,0
4253875.218016,1,0,4.574522,0
4253875.219008,1,0,4.574522,0
4253875.220032,1,0,4.573263,0
4253875.221024,1,0,4.57578,0
4253875.222016,1,0,4.577039,0
4253875.223008,1,0,4.572004,0
4253875.224032,1,0,4.574522,0
4253875.225024,1,0,4.57578,0
4253875.226016,1,0,4.577039,0
4253875.227008,1,0,4.574522,0
4253875.228032,1,0,4.57578,0
4253875.229024,1,0,4.57578,0
4253875.230016,1,0,4.573263,0
4253875.231008,1,0,4.572004,0
4253875.231872,1,0,4.572004,0
4253875.232032,1,0,4.572004,0
4253875.233024,1,0,4.569487,0
4253875.234016,1,0,4.573263,0
4253875.235008,1,0,4.568228,0
4253875.236032,1,0,4.570745,0
4253875.237024,1,0,4.570745,0
4253875.238016,1,0,4.570745,0
4253875.239008,1,0,4.573263,0
4253875.240032,1,0,4.573263,0
4253875.241024,1,0,4.568228,0
4253875.242016,1,0,4.570745,0
4253875.243008,1,0,4.570745,0
4253875.244032,1,0,4.570745,0
4253875.245024,1,0,4.569487,0
4253875.246016,1,0,4.570745,0
4253875.247008,1,0,4.568228,0
4253875.248032,1,0,4.570745,0
4253875.249024,1,0,4.570745,0
4253875.250016,1,0,4.573263,0
4253875.251008,1,0,4.577039,0
4253875.252032,1,0,4.572004,0
4253875.253024,1,0,4.574522,0
4253875.254016,1,0,4.572004,0
4253875.255008,1,0,4.573263,0
4253875.256032,1,0,4.574522,0
4253875.257024,1,0,4.573263,0
4253875.258016,1,0,4.57578,0
4253875.259008,1,0,4.573263,0
4253875.260032,1,0,4.577039,0
4253875.261024,1,0,4.574522,0
4253875.262016,1,0,4.57578,0
4253875.263008,1,0,4.573263,0
4253875.264032,1,0,4.572004,0
4253875.265024,1,0,4.570745,0
4253875.265184,1,0,4.570745,0
4253875.266016,1,0,4.568228,0
4253875.267008,1,0,4.568228,0
4253875.268032,1,0,4.570745,0
4253875.269024,1,0,4.570745,0
4253875.270016,1,0,4.572004,0
4253875.271008,1,0,4.569487,0
4253875.272032,1,0,4.572004,0
4253875.273024,1,0,4.570745,0
4253875.274016,1,0,4.569487,0
4253875.275008,1,0,4.577039,0
4253875.276032,1,0,4.57578,0
4253875.277024,1,0,4.573263,0
4253875.278016,1,0,4.570745,0
4253875.279008,1,0,4.572004,0
4253875.280032,1,0,4.569487,0
4253875.281024,1,0,4.570745,0
4253875.282016,1,0,4.574522,0
4253875.283008,1,0,4.573263,0
4253875.284032,1,0,4.572004,0
4253875.285024,1,0,4.573263,0
4253875.286016,1,0,4.572004,0
4253875.287008,1,0,4.57578,0
4253875.288032,1,0,4.577039,0
4253875.289024,1,0,4.573263,0
4253875.290016,1,0,4.574522,0
4253875.291008,1,0,4.57578,0
4253875.292032,1,0,4.572004,0
4253875.293024,1,0,4.574522,0
4253875.294016,1,0,4.574522,0
4253875.295008,1,0,4.574522,0
4253875.296032,1,0,4.572004,0
4253875.297024,1,0,4.573263,0
4253875.298016,1,0,4.574522,0
4253875.298528,1,0,4.574522,0
4253875.299008,1,0,4.574522,0
4253875.300032,1,0,4.574522,0
4253875.301024,1,0,4.572004,0
4253875.302016,1,0,4.573263,0
4253875.303008,1,0,4.574522,0
4253875.304032,1,0,4.566969,0
4253875.305024,1,0,4.574522,0
4253875.306016,1,0,4.574522,0
4253875.307008,1,0,4.57578,0
4253875.308032,1,0,4.569487,0
4253875.309024,1,0,4.570745,0
4253875.310016,1,0,4.572004,0
4253875.311008,1,0,4.572004,0
4253875.312032,1,0,4.572004,0
4253875.313024,1,0,4.568228,0
4253875.314016,1,0,4.570745,0
4253875.315008,1,0,4.574522,0
4253875.316032,1,0,4.574522,0
4253875.317024,1,0,4.577039,0
4253875.318016,1,0,4.572004,0
4253875.319008,1,0,4.577039,0
4253875.320032,1,0,4.574522,0
4253875.321024,1,0,4.572004,0
4253875.322016,1,0,4.574522,0
4253875.323008,1,0,4.572004,0
4253875.324032,1,0,4.57578,0
4253875.325024,1,0,4.572004,0
4253875.326016,1,0,4.572004,0
4253875.327008,1,0,4.574522,0
4253875.328032,1,0,4.574522,0
4253875.329024,1,0,4.570745,0
4253875.330016,1,0,4.573263,0
4253875.331008,1,0,4.579557,0
4253875.33184,1,0,4.579557,0
4253875.332032,1,0,4.57578,0
4253875.333024,1,0,4.570745,0
4253875.334016,1,0,4.573263,0
4253875.335008,1,0,4.574522,0
4253875.336032,1,0,4.570745,0
4253875.337024,1,0,4.574522,0
4253875.338016,1,0,4.568228,0
4253875.339008,1,0,4.572004,0
4253875.340032,1,0,4.570745,0
4253875.341024,1,0,4.570745,0
4253875.342016,1,0,4.570745,0
4253875.343008,1,0,4.573263,0
4253875.344032,1,0,4.572004,0
4253875.345024,1,0,4.570745,0
4253875.346016,1,0,4.568228,0
4253875.347008,1,0,4.570745,0
4253875.348032,1,0,4.569487,0
4253875.349024,1,0,4.577039,0
4253875.350016,1,0,4.572004,0
4253875.351008,1,0,4.572004,0
4253875.352032,1,0,4.57578,0
4253875.353024,1,0,4.574522,0
4253875.354016,1,0,4.572004,0
4253875.355008,1,0,4.57578,0
4253875.356032,1,0,4.57578,0
4253875.357024,1,0,4.573263,0
4253875.358016,1,0,4.572004,0
4253875.359008,1,0,4.57578,0
4253875.360032,1,0,4.573263,0
4253875.361024,1,0,4.57578,0
4253875.362016,1,0,4.577039,0
4253875.363008,1,0,4.573263,0
4253875.364032,1,0,4.577039,0
4253875.365024,1,0,4.578298,0
4253875.365184,1,0,4.578298,0
4253875.366016,1,0,4.578298,0
4253875.367008,1,0,4.570745,0
4253875.368032,1,0,4.574522,0
4253875.369024,1,0,4.574522,0
4253875.370016,1,0,4.573263,0
4253875.371008,1,0,4.569487,0
4253875.372032,1,0,4.570745,0
4253875.373024,1,0,4.569487,0
4253875.374016,1,0,4.572004,0
4253875.375008,1,0,4.574522,0
4253875.376032,1,0,4.573263,0
4253875.377024,1,0,4.570745,0
4253875.378016,1,0,4.569487,0
4253875.379008,1,0,4.572004,0
4253875.380032,1,0,4.573263,0
4253875.381024,1,0,4.577039,0
4253875.382016,1,0,4.573263,0
4253875.383008,1,0,4.578298,0
4253875.384032,1,0,4.573263,0
4253875.385024,1,0,4.574522,0
4253875.386016,1,0,4.57578,0
4253875.387008,1,0,4.57578,0
4253875.388032,1,0,4.57578,0
4253875.389024,1,0,4.573263,0
4253875.390016,1,0,4.574522,0
4253875.391008,1,0,4.573263,0
4253875.392032,1,0,4.57578,0
4253875.393024,1,0,4.577039,0
4253875.394016,1,0,4.573263,0
4253875.395008,1,0,4.572004,0
4253875.396032,1,0,4.573263,0
4253875.397024,1,0,4.574522,0
4253875.398016,1,0,4.57578,0
4253875.398528,1,0,4.57578,0
4253875.399008,1,0,4.572004,0
4253875.400032,1,0,4.572004,0
4253875.401024,1,0,4.574522,0
4253875.402016,1,0,4.569487,0
4253875.403008,1,0,4.573263,0
4253875.404032,1,0,4.572004,0
4253875.405024,1,0,4.572004,0
4253875.406016,1,0,4.57578,0
4253875.407008,1,0,4.572004,0
4253875.408032,1,0,4.570745,0
4253875.409024,1,0,4.569487,0
4253875.410016,1,0,4.570745,0
4253875.411008,1,0,4.574522,0
4253875.412032,1,0,4.574522,0
4253875.413024,1,0,4.574522,0
4253875.414016,1,0,4.570745,0
4253875.415008,1,0,4.569487,0
4253875.416032,1,0,4.574522,0
4253875.417024,1,0,4.57578,0
4253875.418016,1,0,4.573263,0
4253875.419008,1,0,4.574522,0
4253875.420032,1,0,4.573263,0
4253875.421024,1,0,4.572004,0
4253875.422016,1,0,4.573263,0
4253875.423008,1,0,4.573263,0
4253875.424032,1,0,4.573263,0
4253875.425024,1,0,4.570745,0
