trialnum,imagenum
400,31
401,2811
402,1919
403,2624
404,1098
405,1514
406,390
407,687
408,2830
409,2133
410,2504
411,2810
412,1553
413,2444
414,2816
415,1136
416,880
417,17
418,1862
419,1648
420,2504
421,1121
422,1001
423,584
424,1093
425,318
426,96
427,2821
428,2825
429,1547
430,824
431,585
432,2103
433,2304
434,1118
435,2824
436,2311
437,485
438,2278
439,1189
440,610
441,1506
442,2143
443,296
444,2819
445,719
446,1998
447,1851
448,2838
449,636
450,2832
451,1812
452,547
453,2324
454,393
455,1415
456,405
457,1384
458,2444
459,363
460,1657
461,1503
462,2812
463,2831
464,495
465,2588
466,1028
467,1373
468,2402
469,2542
470,1648
471,2030
472,1209
473,2794
474,2838
475,2815
476,937
477,1602
478,1879
479,2817
480,1209
481,1875
482,579
483,2704
484,318
485,1242
486,2424
487,585
488,1392
489,179
490,937
491,1660
492,1900
493,2071
494,1679
495,1242
496,2713
497,796
498,2819
499,76
500,1001
501,2833
502,179
503,2812
504,880
505,2815
506,1481
507,501
508,1706
509,2066
510,1081
511,1028
512,2824
513,1445
514,390
515,2817
516,299
517,734
518,2325
519,179
520,1660
521,405
522,2257
523,787
524,1432
525,1121
526,2624
527,495
528,2822
529,1382
530,2590
531,658
532,2832
533,2551
534,2835
535,1862
536,108
537,1382
538,229
539,2113
540,2747
541,2487
542,485
543,96
544,2346
545,2802
546,2826
547,2829
548,2017
549,2542
550,2385
551,1851
552,1660
553,2063
554,2839
555,2272
556,1957
557,2822
558,2794
559,1657
560,2424
561,1404
562,2766
563,790
564,1648
565,2639
566,2324
567,955
568,1176
569,2802
570,2566
571,1481
572,2071
573,2831
574,1514
575,2808
576,2801
577,2829
578,1936
579,2346
580,2833
581,2048
582,2828
583,2807
584,1432
585,2494
586,2750
587,1382
588,1431
589,2813
590,44
591,405
592,2808
593,1828
594,2836
595,2818
596,638
597,2834
598,636
599,2374
600,2810
601,2252
602,1410
603,1679
604,2588
605,2823
606,1028
607,2802
608,2679
609,687
610,2835
611,1831
612,787
613,2030
614,1506
615,2833
616,2402
617,2823
618,2257
619,1328
620,2719
621,1921
622,177
623,937
624,1188
625,2250
626,2445
627,434
628,1458
629,1392
630,1395
631,1404
632,2804
633,1998
634,2832
635,1176
636,1162
637,2803
638,660
639,164
640,2811
641,1263
642,2741
643,1998
644,1557
645,2566
646,2824
647,2679
648,1910
649,2804
650,148
651,824
652,1428
653,125
654,2444
655,1287
656,1335
657,734
658,434
659,1399
660,1705
661,1547
662,2832
663,17
664,275
665,2803
666,1679
667,2030
668,2566
669,2374
670,1553
671,229
672,2693
673,593
674,2017
675,2143
676,1001
677,1349
678,2103
679,76
680,2825
681,1217
682,2819
683,2807
684,2542
685,1107
686,1764
687,2816
688,2424
689,1657
690,1032
691,462
692,675
693,125
694,734
695,1828
696,959
697,2826
698,2794
699,1399
700,660
701,2839
702,2829
703,2804
704,1395
705,728
706,880
707,790
708,1189
709,485
710,923
711,2418
712,756
713,1309
714,2812
715,2808
716,2374
717,275
718,2819
719,1957
720,551
721,2071
722,1432
723,1431
724,2828
725,2826
726,2143
727,1032
728,2418
729,164
730,2832
731,2826
732,2805
733,2737
734,2803
735,297
736,551
737,2538
738,551
739,1583
740,108
741,1808
742,1503
743,2538
744,954
745,1583
746,2831
747,1557
748,378
749,335
750,35
751,2098
752,2693
753,2045
754,2824
755,1998
756,2837
757,1449
758,2801
759,2814
760,2820
761,2445
762,2833
763,1328
764,2820
765,547
766,296
767,1768
768,2324
769,2485
770,1098
771,2551
772,610
773,1957
774,2829
775,1176
776,610
777,1392
778,2738
779,2542
780,589
781,923
782,728
783,2824
784,2824
785,2143
786,2478
787,2737
788,2043
789,2642
790,2814
791,636
792,1648
793,2645
794,1328
795,2811
796,2311
797,2418
798,2570
799,1990
800,2136
801,1717
802,1001
803,1851
804,2346
805,2814
806,179
807,2827
808,1721
809,1404
810,2747
811,923
812,966
813,2832
814,249
815,1415
816,2339
817,1984
818,2278
819,1323
820,177
821,2478
822,545
823,1217
824,1714
825,44
826,2826
827,1657
828,638
829,923
830,1957
831,2098
832,2838
833,756
834,408
835,1107
836,2278
837,275
838,1291
839,462
840,2098
841,2807
842,1098
843,2831
844,2808
845,2815
846,2825
847,1524
848,1919
849,2801
850,57
851,2805
852,2838
853,2821
854,2445
855,2162
856,2693
857,2107
858,1547
859,2324
860,2809
861,2837
862,462
863,249
864,2803
865,954
866,2809
867,297
868,2802
869,1808
870,1721
871,1910
872,2817
873,1217
874,880
875,2815
876,1242
877,1919
878,2811
879,658
880,2818
881,585
882,495
883,988
884,299
885,2385
886,880
887,462
888,408
889,2831
890,2304
891,1919
892,2589
893,2304
894,1503
895,164
896,1450
897,849
898,318
899,589
900,2445
901,1808
902,108
903,2272
904,2738
905,2839
906,393
907,2311
908,1404
909,585
910,929
911,1404
912,751
913,1445
914,2816
915,256
916,148
917,520
918,378
919,739
920,2833
921,2066
922,1382
923,1851
924,2747
925,955
926,1851
927,2825
928,318
929,1862
930,44
931,2802
932,1395
933,2827
934,2444
935,2816
936,2445
937,2807
938,545
939,390
940,297
941,1006
942,1432
943,988
944,2494
945,1384
946,2304
947,1524
948,19
949,35
950,2794
951,2812
952,2063
953,1705
954,2803
955,1136
956,2494
957,1714
958,785
959,2834
960,1564
961,756
962,1721
963,2283
964,1768
965,2829
966,1449
967,2801
968,2136
969,2801
970,1081
971,796
972,787
973,2818
974,405
975,1919
976,2766
977,1118
978,1812
979,2691
980,1553
981,1328
982,2750
983,959
984,494
985,988
986,2808
987,2639
988,44
989,2311
990,1851
991,1524
992,2272
993,1831
994,2159
995,2805
996,2828
997,2402
998,1503
999,2793
1000,361
1001,1506
1002,2815
1003,1910
1004,2185
1005,1121
1006,2835
1007,2808
1008,1415
1009,719
1010,2017
1011,408
1012,2250
1013,1445
1014,2837
1015,1028
1016,1998
1017,2805
1018,1831
1019,249
1020,1602
1021,2766
1022,2816
1023,593
1024,2424
1025,585
1026,2815
1027,1984
1028,738
1029,2802
1030,2719
1031,2818
1032,1984
1033,2819
1034,1291
1035,2810
1036,954
1037,501
1038,1349
1039,1224
1040,1679
1041,520
1042,2713
1043,680
1044,2813
1045,393
1046,1957
1047,2566
1048,2813
1049,2159
1050,2811
1051,1984
1052,937
1053,1168
1054,256
1055,1862
1056,545
1057,299
1058,1919
1059,1506
1060,937
1061,547
1062,2639
1063,520
1064,2588
1065,2823
1066,1449
1067,952
1068,1287
1069,1118
1070,1875
1071,2836
1072,579
1073,2809
1074,1768
1075,2068
1076,2835
1077,1309
1078,2816
1079,1586
1080,2807
1081,1768
1082,2840
1083,2827
1084,1395
1085,687
1086,2009
1087,1875
1088,2043
1089,495
1090,2445
1091,1196
1092,125
1093,2837
1094,2504
1095,2821
1096,1851
1097,2038
1098,2136
1099,485
1100,2812
1101,1188
1102,1547
1103,2813
1104,2009
1105,1209
1106,1919
1107,1660
1108,2809
1109,1189
1110,2113
1111,148
1112,2812
1113,1495
1114,549
1115,1328
1116,2812
1117,719
1118,1431
1119,1900
1120,2485
1121,2801
1122,378
1123,2840
1124,35
1125,1384
1126,824
1127,2838
1128,2551
1129,690
1130,2805
1131,296
1132,2747
1133,2252
1134,17
1135,1686
1136,2793
1137,786
1138,660
1139,2741
1140,937
1141,1006
1142,584
1143,2818
1144,2838
1145,1524
1146,638
1147,2738
1148,527
1149,1107
1150,1188
1151,2806
1152,2444
1153,2048
1154,2830
1155,2385
1156,1323
1157,2570
1158,2824
1159,527
1160,2823
1161,1431
1162,2068
1163,2815
1164,1041
1165,2133
1166,658
1167,1602
1168,1721
1169,84
1170,179
1171,2829
1172,2113
1173,2385
1174,296
1175,2821
1176,593
1177,1328
1178,1984
1179,2162
1180,992
1181,785
1182,751
1183,2339
1184,1586
1185,966
1186,2840
1187,1564
1188,955
1189,1399
1190,1287
1191,2837
1192,2570
1193,1862
1194,1717
1195,2645
1196,2570
1197,2835
1198,1686
1199,2588
1200,790
1201,2817
1202,2719
1203,954
1204,275
1205,2557
1206,361
1207,2834
1208,2838
1209,2828
1210,1323
1211,1990
1212,1657
1213,2840
1214,1399
1215,2068
1216,1495
1217,549
1218,1630
1219,2478
1220,2346
1221,687
1222,1287
1223,2832
1224,1879
1225,2713
1226,1224
1227,378
1228,2837
1229,785
1230,1136
1231,923
1232,1524
1233,2352
1234,393
1235,2257
1236,2542
1237,2272
1238,690
1239,2551
1240,2068
1241,756
1242,2834
1243,2043
1244,2801
1245,2107
1246,1410
1247,2045
1248,1764
1249,719
1250,593
1251,2136
1252,954
1253,363
1254,2639
1255,1686
1256,2809
1257,1209
1258,1256
1259,2017
1260,2832
1261,1081
1262,361
1263,2278
1264,1764
1265,2804
1266,2374
1267,249
1268,589
1269,2136
1270,2704
1271,545
1272,1506
1273,1263
1274,1768
1275,2009
1276,2834
1277,1449
1278,1990
1279,390
1280,1309
1281,2325
1282,2277
1283,378
1284,593
1285,179
1286,1001
1287,83
1288,2162
1289,1168
1290,2278
1291,148
1292,408
1293,229
1294,1686
1295,2804
1296,2741
1297,2833
1298,929
1299,2538
1300,2304
1301,2738
1302,2834
1303,2812
1304,2750
1305,2821
1306,1168
1307,57
1308,1328
1309,2107
1310,2814
1311,584
1312,1714
1313,31
1314,2806
1315,2252
1316,2826
1317,2063
1318,878
1319,148
1320,335
1321,1176
1322,2827
1323,1415
1324,73
1325,2098
1326,1466
1327,593
1328,2836
1329,335
1330,1524
1331,952
1332,2064
1333,73
1334,1466
1335,2835
1336,1990
1337,115
1338,2832
1339,1514
1340,2304
1341,2009
1342,2185
1343,2830
1344,495
1345,824
1346,1449
1347,1875
1348,1586
1349,610
1350,929
1351,2801
1352,2066
1353,1081
1354,2444
1355,2542
1356,2588
1357,1702
1358,2838
1359,2803
1360,2824
1361,2819
1362,1714
1363,1196
1364,361
1365,2719
1366,1445
1367,2815
1368,2250
1369,959
1370,2566
1371,2642
1372,579
1373,787
1374,1679
1375,2098
1376,2385
1377,2801
1378,2835
1379,756
1380,2807
1381,2278
1382,1859
1383,610
1384,1410
1385,2810
1386,952
1387,2063
1388,2805
1389,1990
1390,2325
1391,2557
1392,738
1393,2590
1394,2824
1395,2802
1396,2283
1397,2098
1398,952
1399,363
1400,738
1401,551
1402,2803
1403,1373
1404,2805
1405,31
1406,1291
1407,1217
1408,2838
1409,2737
1410,2352
1411,690
1412,2283
1413,2385
1414,1217
1415,734
1416,2737
1417,1564
1418,2133
1419,2257
1420,57
1421,2133
1422,1196
1423,992
1424,660
1425,2068
1426,1162
1427,1335
1428,2485
1429,2045
1430,2009
1431,2835
1432,660
1433,1739
1434,2551
1435,2839
1436,2829
1437,1256
1438,393
1439,1336
1440,2009
1441,2821
1442,2445
1443,1349
1444,1557
1445,1428
1446,638
1447,2445
1448,1481
1449,771
1450,771
1451,462
1452,1808
1453,2043
1454,849
1455,728
1456,1028
1457,2804
1458,2048
1459,1435
1460,2113
1461,2324
1462,2825
1463,57
1464,2133
1465,501
1466,494
1467,1431
1468,1287
1469,1553
1470,790
1471,2045
1472,1189
1473,1583
1474,2809
1475,824
1476,390
1477,2839
1478,1224
1479,1812
1480,2538
1481,148
1482,2693
1483,297
1484,2814
1485,2819
1486,1831
1487,1162
1488,690
1489,1450
1490,1162
1491,2185
1492,2807
1493,1384
1494,756
1495,2827
1496,1547
1497,1081
1498,551
1499,485
1500,2836
1501,2805
1502,494
1503,2821
1504,2815
1505,1706
1506,164
1507,2829
1508,2068
1509,1098
1510,2812
1511,1395
1512,2815
1513,83
1514,2813
1515,929
1516,31
1517,1936
1518,2840
1519,1291
1520,1032
1521,2811
1522,2814
1523,1450
1524,2821
1525,2340
1526,2827
1527,1399
1528,1209
1529,115
1530,1586
1531,2487
1532,1808
1533,275
1534,2820
1535,638
1536,2113
1537,361
1538,2805
1539,2339
1540,2837
1541,2819
1542,35
1543,954
1544,2487
1545,2834
1546,1660
1547,1162
1548,2738
1549,660
1550,1323
1551,2819
1552,2424
1553,1717
1554,584
1555,2159
1556,1217
1557,739
1558,1162
1559,2830
1560,2834
1561,1495
1562,2829
1563,2311
1564,84
1565,2813
1566,1196
1567,584
1568,2833
1569,2793
1570,880
1571,2820
1572,1168
1573,1395
1574,2713
1575,2830
1576,2645
1577,2645
1578,955
1579,2645
1580,2817
1581,2818
1582,2766
1583,2837
1584,2589
1585,751
1586,1900
1587,1768
1588,1564
1589,2837
1590,2810
1591,2566
1592,680
1593,2840
1594,2424
1595,954
1596,2494
1597,296
1598,2805
1599,1392
1600,1466
1601,824
1602,393
1603,2835
1604,1349
1605,2385
1606,680
1607,76
1608,1242
1609,974
1610,734
1611,2814
1612,19
1613,2017
1614,2642
1615,1287
1616,494
1617,2045
1618,296
1619,2402
1620,1263
1621,2812
1622,2143
1623,1739
1624,579
1625,2064
1626,1162
1627,974
1628,2806
1629,2277
1630,2346
1631,974
1632,2485
1633,2801
1634,2804
1635,2825
1636,739
1637,2815
1638,1435
1639,96
1640,2340
1641,1118
1642,2590
1643,2820
1644,2257
1645,2812
1646,1714
1647,988
1648,125
1649,2820
1650,2824
1651,2311
1652,2840
1653,2836
1654,1506
1655,1449
1656,2159
1657,2819
1658,2832
1659,2804
1660,2352
1661,1514
1662,2835
1663,2704
1664,2566
1665,1936
1666,2831
1667,2250
1668,1093
1669,2834
1670,2741
1671,1808
1672,148
1673,2719
1674,2691
1675,734
1676,2250
1677,2557
1678,1495
1679,2352
1680,1648
1681,2821
1682,1557
1683,44
1684,2071
1685,2823
1686,2832
1687,1428
1688,2542
1689,2283
1690,2836
1691,966
1692,2803
1693,2821
1694,35
1695,1524
1696,2823
1697,2566
1698,2817
1699,494
1700,2818
1701,335
1702,1001
1703,2835
1704,1630
1705,2818
1706,44
1707,2136
1708,1547
1709,1168
1710,2801
1711,2837
1712,76
1713,57
1714,2185
1715,2098
1716,1910
1717,2837
1718,1263
1719,2030
1720,1256
1721,1481
1722,959
1723,2741
1724,2352
1725,2064
1726,2487
1727,2801
1728,675
1729,1862
1730,1432
1731,2538
1732,2478
1733,2814
1734,2162
1735,1041
1736,2793
1737,2837
1738,2803
1739,1432
1740,2818
1741,2066
1742,1432
1743,2814
1744,1705
1745,1445
1746,2813
1747,1547
1748,2542
1749,2831
1750,2278
1751,2311
1752,2830
1753,2325
1754,1224
1755,1041
1756,2737
1757,2826
1758,2071
1759,84
1760,19
1761,2339
1762,115
1763,1121
1764,988
1765,547
1766,2030
1767,786
1768,2304
1769,2113
1770,2038
1771,2043
1772,1739
1773,2831
1774,2838
1775,1445
1776,547
1777,57
1778,76
1779,2048
1780,719
1781,96
1782,923
1783,2816
1784,2352
1785,249
1786,1921
1787,2833
1788,2804
1789,2324
1790,1176
1791,1812
1792,2402
1793,1602
1794,1702
1795,1553
1796,2818
1797,2346
1798,1875
1799,2803
1800,785
1801,256
1802,1524
1803,2829
1804,636
1805,2809
1806,83
1807,610
1808,2066
1809,2803
1810,363
1811,1702
1812,2826
1813,579
1814,2825
1815,1859
1816,1481
1817,2814
1818,2478
1819,1136
1820,2485
1821,1910
1822,878
1823,1121
1824,2424
1825,1514
1826,992
1827,2817
1828,520
1829,2277
1830,2794
1831,1309
1832,2833
1833,2827
1834,790
1835,966
1836,2107
1837,2834
1838,83
1839,2485
1840,2374
1841,1209
1842,390
1843,1808
1844,2766
1845,494
1846,2478
1847,1449
1848,2835
1849,2840
1850,2066
1851,2817
1852,2250
1853,2804
1854,2340
1855,1514
1856,966
1857,2821
1858,2814
1859,2113
1860,1336
1861,2806
1862,318
1863,2504
1864,2048
1865,2487
1866,1900
1867,1287
1868,83
1869,2747
1870,1586
1871,1107
1872,2809
1873,44
1874,2283
1875,2816
1876,1415
1877,2589
1878,84
1879,796
1880,2043
1881,2257
1882,1328
1883,2346
1884,2811
1885,2030
1886,275
1887,2818
1888,2815
1889,2808
1890,73
1891,2822
1892,2812
1893,2828
1894,1714
1895,1176
1896,1435
1897,1001
1898,790
1899,988
1900,164
1901,2823
1902,878
1903,108
1904,1717
1905,1557
1906,2820
1907,1242
1908,2624
1909,1879
1910,2802
1911,2821
1912,675
1913,880
1914,361
1915,299
1916,2478
1917,2071
1918,2159
1919,1328
1920,687
1921,2030
1922,959
1923,1256
1924,1395
1925,1705
1926,1328
1927,1309
1928,1553
1929,2810
1930,2691
1931,1032
1932,2185
1933,1006
1934,2810
1935,1495
1936,2098
1937,787
1938,1686
1939,1879
1940,2374
1941,2794
1942,2133
1943,992
1944,1291
1945,1921
1946,1415
1947,1431
1948,57
1949,2840
1950,2822
1951,2829
1952,2820
1953,1862
1954,880
1955,2738
1956,485
1957,1660
1958,2839
1959,2277
1960,1384
1961,1287
1962,2821
1963,771
1964,31
1965,2589
1966,2494
1967,1564
1968,2812
1969,485
1970,680
1971,2679
1972,719
1973,1702
1974,2804
1975,2805
1976,485
1977,2589
1978,1309
1979,1188
1980,1242
1981,1553
1982,2839
1983,1706
1984,2624
1985,992
1986,2836
1987,1168
1988,2402
1989,2819
1990,1919
1991,824
1992,2817
1993,2017
1994,1028
1995,2713
1996,2804
1997,2272
1998,2830
1999,1705
2000,675
2001,1583
2002,1335
2003,2066
2004,2828
2005,2801
2006,2829
2007,1098
2008,992
2009,1764
2010,1041
2011,1410
2012,1107
2013,256
2014,2804
2015,2814
2016,2103
2017,2804
2018,2737
2019,796
2020,2741
2021,589
2022,2504
2023,2802
2024,434
2025,2837
2026,923
2027,1859
2028,2806
2029,1410
2030,952
2031,2252
2032,1435
2033,2185
2034,1602
2035,2494
2036,2557
2037,2374
2038,2159
2039,1189
2040,2814
2041,2829
2042,2833
2043,675
2044,2823
2045,955
2046,1702
2047,73
2048,2809
2049,786
2050,1458
2051,2738
2052,1831
2053,2837
2054,249
2055,1428
2056,1006
2057,2830
2058,1349
2059,2816
2060,1586
2061,2064
2062,1032
2063,658
2064,771
2065,584
2066,31
2067,335
2068,2822
2069,2810
2070,2819
2071,2837
2072,1702
2073,2805
2074,690
2075,299
2076,462
2077,2833
2078,2402
2079,495
2080,405
2081,2133
2082,1392
2083,2831
2084,974
2085,2590
2086,955
2087,849
2088,1921
2089,2346
2090,929
2091,636
2092,2750
2093,1466
2094,2340
2095,405
2096,2816
2097,2822
2098,125
2099,296
2100,2809
2101,2832
2102,2485
2103,1812
2104,2590
2105,164
2106,2835
2107,2809
2108,2624
2109,2704
2110,2133
2111,1382
2112,2840
2113,408
2114,1481
2115,2747
2116,35
2117,1831
2118,2837
2119,2802
2120,974
2121,2818
2122,955
2123,108
2124,44
2125,1032
2126,256
2127,1287
2128,1957
2129,966
2130,2064
2131,1739
2132,2691
2133,1875
2134,1657
2135,1335
2136,2557
2137,2590
2138,408
2139,1263
2140,2808
2141,2820
2142,2159
2143,593
2144,2802
2145,734
2146,1028
2147,2250
2148,2810
2149,2045
2150,2103
2151,2838
2152,378
2153,1081
2154,1392
2155,2828
2156,549
2157,57
2158,1910
2159,2802
2160,1706
2161,1503
2162,796
2163,1705
2164,1121
2165,2588
2166,2819
2167,878
2168,734
2169,2807
2170,2840
2171,1495
2172,2832
2173,96
2174,2826
2175,796
2176,179
2177,1431
2178,299
2179,966
2180,1458
2181,2824
2182,2826
2183,335
2184,2812
2185,2828
2186,1495
2187,2802
2188,1373
2189,796
2190,593
2191,1764
2192,2639
2193,256
2194,1415
2195,2278
2196,73
2197,1382
2198,2839
2199,1450
2200,2810
2201,2185
2202,2823
2203,787
2204,2833
2205,2813
2206,520
2207,2839
2208,2340
2209,771
2210,2806
2211,125
2212,299
2213,2557
2214,2829
2215,378
2216,2839
2217,1242
2218,115
2219,2068
2220,520
2221,2159
2222,1686
2223,1081
2224,2825
2225,108
2226,2807
2227,2832
2228,2816
2229,1717
2230,2801
2231,2402
2232,1224
2233,849
2234,675
2235,31
2236,2825
2237,1006
2238,878
2239,2185
2240,1851
2241,485
2242,44
2243,2814
2244,2418
2245,2828
2246,959
2247,1107
2248,527
2249,275
2250,1900
2251,2821
2252,148
2253,2639
2254,1162
2255,1984
2256,2821
2257,2828
2258,494
2259,2794
2260,658
2261,249
2262,1209
2263,584
2264,335
2265,2272
2266,1998
2267,527
2268,1382
2269,2820
2270,2807
2271,125
2272,2838
2273,2808
2274,2487
2275,1921
2276,771
2277,2816
2278,2570
2279,2136
2280,2048
2281,2136
2282,1242
2283,1657
2284,952
2285,2793
2286,2538
2287,636
2288,2817
2289,2835
2290,1107
2291,2806
2292,527
2293,937
2294,2837
2295,19
2296,2017
2297,256
2298,974
2299,2803
2300,1006
2301,2836
2302,1660
2303,2835
2304,1336
2305,2817
2306,1217
2307,719
2308,2811
2309,739
2310,2339
2311,2838
2312,786
2313,1404
2314,1503
2315,2828
2316,2829
2317,2839
2318,2821
2319,2819
2320,2807
2321,992
2322,1557
2323,2339
2324,2352
2325,2829
2326,1921
2327,2826
2328,551
2329,2831
2330,551
2331,2809
2332,2272
2333,2810
2334,1900
2335,1630
2336,2624
2337,2750
2338,1432
2339,17
2340,2693
2341,1189
2342,275
2343,1768
2344,2624
2345,2679
2346,2809
2347,1384
2348,690
2349,1602
2350,2837
2351,2741
2352,434
2353,2829
2354,2813
2355,1679
2356,2557
2357,1910
2358,728
2359,2835
2360,501
2361,1415
2362,2339
2363,2827
2364,579
2365,2829
2366,229
2367,1121
2368,2832
2369,177
2370,2704
2371,2588
2372,878
2373,2825
2374,1384
2375,1739
2376,584
2377,2278
2378,2815
2379,1910
2380,929
2381,1168
2382,2277
2383,1404
2384,1503
2385,2385
2386,1428
2387,728
2388,35
2389,2840
2390,1188
2391,1098
2392,2831
2393,35
2394,1093
2395,2257
2396,2704
2397,1990
2398,1373
2399,1189
2400,2815
2401,2642
2402,2551
2403,84
2404,179
2405,2810
2406,2009
2407,675
2408,179
2409,2374
2410,2811
2411,2815
2412,756
2413,547
2414,1660
2415,2693
2416,2825
2417,148
2418,988
2419,2808
2420,2639
2421,1859
2422,2810
2423,1831
2424,547
2425,2820
2426,1466
2427,361
2428,638
2429,929
2430,1384
2431,1432
2432,2418
2433,494
2434,2819
2435,785
2436,2807
2437,501
2438,1583
2439,1984
2440,1410
2441,2811
2442,547
2443,1524
2444,2815
2445,2834
2446,1657
2447,462
2448,2250
2449,1323
2450,2311
2451,1098
2452,177
2453,2807
2454,1706
2455,1686
2456,1764
2457,2542
2458,2836
2459,955
2460,1196
2461,2589
2462,2838
2463,1910
2464,2821
2465,297
2466,1630
2467,462
2468,584
2469,2819
2470,2801
2471,2806
2472,1445
2473,2064
2474,2737
2475,1583
2476,393
2477,83
2478,1514
2479,1242
2480,2570
2481,585
2482,1583
2483,2835
2484,393
2485,2030
2486,19
2487,2806
2488,1919
2489,1717
2490,849
2491,2802
2492,690
2493,2823
2494,495
2495,1001
2496,2840
2497,660
2498,2570
2499,2704
2500,2836
2501,638
2502,148
2503,974
2504,2693
2505,1449
2506,2424
2507,520
2508,2831
2509,2766
2510,1384
2511,1630
2512,1373
2513,1851
2514,2162
2515,527
2516,719
2517,1410
2518,1188
2519,2836
2520,2806
2521,1435
2522,751
2523,1263
2524,2794
2525,1435
2526,1564
2527,361
2528,1998
2529,2485
2530,2824
2531,1118
2532,2750
2533,1648
2534,297
2535,2817
2536,2737
2537,83
2538,1224
2539,1335
2540,2839
2541,549
2542,2063
2543,1564
2544,787
2545,2143
2546,787
2547,83
2548,1428
2549,2801
2550,2828
2551,658
2552,2824
2553,2045
2554,2838
2555,2642
2556,880
2557,2840
2558,1879
2559,1660
2560,1006
2561,2038
2562,2813
2563,2311
2564,2810
2565,878
2566,2823
2567,1399
2568,1041
2569,549
2570,2750
2571,2277
2572,2802
2573,408
2574,1706
2575,974
2576,2801
2577,1921
2578,551
2579,2833
2580,2642
2581,2833
2582,1323
2583,787
2584,1921
2585,527
2586,361
2587,434
2588,1564
2589,2713
2590,1506
2591,728
2592,1879
2593,2827
2594,1028
2595,2691
2596,2831
2597,2822
2598,17
2599,1335
2600,1557
2601,2162
2602,549
2603,1041
2604,1256
2605,2704
2606,1093
2607,1503
2608,2805
2609,1458
2610,687
